Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
57	17.067192	4.1365924	24.142168	9.056463	198.5	112.682076	476.0	0.0	1000.0	308709.0	0.17741896551724137	1.8918948	0.52097887	3.053721	0.2968477	18.49273	12.842404	90.56856	-4.455181	5.5879354e-09	-0.011269589	1.4901161e-07	-0.0064935335	0.16529584	-0.0886293	245.5011	-149.4885	0	0	1.7703118	0.0	1.1085792	0.009737713	1740000	3943.757025718689
58	17.95208	3.2583072	24.577494	11.536299	234.91667	114.598175	512.0	7.0	1000.0	315122.0	0.17803502824858758	1.8317721	0.56671643	3.0458946	0.009061372	22.55432	14.737383	95.62242	-5.5898094	7.450581e-09	-0.011754388	-1.2665987e-07	0.011246449	0.17578302	-0.09865674	234.60269	-146.05435	0	0	1.697874	0.0	1.1067972	0.009684175	1770000	4012.2665350437164
59	18.345642	2.7415614	21.841022	9.300926	222.41667	85.72675	400.0	91.0	1000.0	321752.0	0.1787511111111111	1.852443	0.5123892	2.9219773	-0.030636098	21.810884	13.202268	87.69277	-5.9792686	0.0	-0.0107511785	-7.4505806e-08	0.0096667465	0.14140356	-0.072778	221.91663	-137.50244	0	0	1.8426102	0.0	1.092361	0.009592935	1800000	4080.4474923610687
60	18.45149	2.4476073	24.455803	12.481089	210.16667	128.7024	500.0	0.0	1000.0	327951.0	0.17920819672131147	1.8541679	0.4962032	3.0402822	0.2673919	21.379284	11.376726	79.79732	-7.3944488	-9.313226e-09	-0.011739023	0.0	0.0046851393	0.13435797	-0.07103764	245.84721	-158.23636	0	0	1.7534245	0.0	1.0864313	0.00981809	1830000	4149.652890205383
61	18.600172	2.4929326	23.448732	13.815226	201.45833	101.11297	456.0	48.0	1000.0	333710.0	0.17941397849462365	1.8667235	0.47964412	2.9357145	0.28991643	22.228392	14.566354	82.23434	-9.263992	1.3038516e-08	-0.011612708	-5.9604645e-08	-0.004651971	0.12834316	-0.070348166	239.83055	-150.9796	0	0	1.7091461	0.0	1.0901384	0.009867664	1860000	4220.316998004913
62	18.867939	2.6588001	24.577686	13.667258	173.20833	112.83468	483.0	25.0	1000.0	339159.0	0.17944920634920636	1.8414383	0.49086806	3.019335	0.31901088	20.652292	12.480536	76.49047	-5.0244503	3.7252903e-09	-0.011673139	-7.4505806e-08	-0.012655091	0.15856506	-0.094132945	229.60196	-146.22388	0	0	1.730398	0.0	1.0833389	0.009787384	1890000	4289.270094156265
63	17.047533	4.232949	24.641285	3.0683818	196.125	82.26295	386.0	68.0	1000.0	345063.0	0.1797203125	1.8077277	0.5574556	3.0162177	-0.25554016	19.4541	13.247243	82.880745	-8.220201	1.1175871e-08	-0.012438233	0.0	-0.0066482667	0.14959903	-0.084601596	207.12863	-114.92313	0	0	1.6166077	0.0	1.0749505	0.009823137	1920000	4357.677030801773
64	17.26671	3.758286	22.856958	2.8535275	192.375	81.38786	327.0	0.0	1000.0	350896.0	0.17994666666666667	1.7592208	0.55316293	2.9813857	-0.0221783	20.776463	12.279838	89.15525	-4.4556904	-8.381903e-09	-0.012328032	-4.0978193e-08	-0.0029798266	0.15852113	-0.092810735	187.20206	-117.5534	0	0	1.6634679	0.0	1.0619583	0.009879101	1950000	4426.017335891724
65	18.719187	2.281193	21.1282	11.332463	199.375	93.93074	423.0	51.0	1000.0	356804.0	0.1802040404040404	1.9199162	0.46795937	3.092919	0.0032291915	20.258148	12.936037	79.58594	-6.8864713	0.0	-0.011551662	-2.2351742e-08	-4.1620107e-05	0.120220415	-0.065423355	189.81271	-114.155136	0	0	1.6799189	0.0	1.0593233	0.009609625	1980000	4494.319233417511
66	17.661953	3.2577193	23.324005	9.878867	236.58333	85.76903	462.0	58.0	1000.0	363784.0	0.1809870646766169	1.8841466	0.5231505	3.083145	-0.14092135	21.321917	13.555056	84.42847	-10.215865	1.6763806e-08	-0.011687851	2.9802322e-08	0.002203701	0.15465787	-0.09309294	245.6383	-153.28378	0	0	1.7022871	0.0	1.0529125	0.009753214	2010000	4562.7047917842865
67	17.935755	4.181604	22.724602	2.112585	183.25	99.31484	421.0	31.0	1000.0	369346.0	0.18105196078431374	1.8307955	0.51886404	2.9996357	0.0027977396	22.400764	13.477975	83.880936	-5.891384	1.2572855e-08	-0.0118962005	2.2351742e-08	-0.001745651	0.14132342	-0.083727226	201.05176	-126.02296	0	0	1.7368896	0.0	1.0426219	0.009953973	2040000	4631.2708921432495
68	18.346277	2.435115	23.970856	11.452246	211.54167	121.44854	428.0	18.0	1000.0	375448.0	0.181375845410628	1.887926	0.48738247	3.1252306	-0.15678512	20.767834	12.585153	80.48475	-8.442583	-1.4901161e-08	-0.010873694	8.940697e-08	0.002964951	0.14137882	-0.08828361	243.72635	-143.89072	0	0	1.8101416	0.0	1.0423504	0.00975227	2070000	4699.964898824692
69	18.55341	2.3305578	22.879045	12.388678	186.83333	87.78889	350.0	31.0	1000.0	381294.0	0.18156857142857144	1.8854735	0.49599487	3.2189846	-0.09146108	20.37954	13.471725	82.5701	-10.996666	5.5879354e-09	-0.011476399	4.4703484e-08	-0.015242254	0.13566624	-0.07769047	203.0018	-130.04834	0	0	1.7281067	0.0	1.0286233	0.009898771	2100000	4768.713093996048
70	18.890036	2.1234465	22.258152	14.622604	192.66667	94.56377	426.0	0.0	1000.0	386702.0	0.18155023474178403	1.9350284	0.4860234	3.2698517	0.06641771	19.768682	12.613584	80.351105	-7.796102	0.0	-0.010806323	-8.940697e-08	0.008392921	0.11219509	-0.056055658	171.64496	-105.30668	0	0	1.8423208	0.0	1.027504	0.009941657	2130000	4837.798047780991
71	18.358515	3.2962537	22.007019	6.78117	204.04167	87.627754	444.0	76.0	1000.0	392913.0	0.18190416666666667	1.8855252	0.49865124	3.0380232	0.15937139	19.984726	12.2594	81.28543	-7.4747806	1.3969839e-08	-0.0115108285	-6.7055225e-08	-0.004563881	0.12945467	-0.07798143	244.65341	-148.63486	0	0	1.7771395	0.0	1.0301472	0.009769927	2160000	4906.308247566223
72	19.076136	3.606597	25.738417	9.883799	192.625	92.469734	428.0	29.0	1000.0	398151.0	0.18180410958904109	1.9166498	0.5266612	3.2567842	-0.082589574	21.019077	13.568686	89.79831	-8.874315	5.5879354e-09	-0.012152841	1.4901161e-07	0.008990871	0.14328557	-0.08502647	174.98373	-111.916916	0	0	1.6460065	0.0	1.0178032	0.009731033	2190000	4974.711004972458
73	19.54032	1.9646646	22.91129	15.066673	186.58333	103.898155	467.0	0.0	1000.0	404040.0	0.182	1.961242	0.5029728	3.0979676	-0.26059476	17.185225	11.373683	87.9801	-7.8521547	4.656613e-09	-0.011927146	-6.7055225e-08	-5.2190386e-05	0.13499218	-0.09045549	205.45187	-124.39834	0	0	1.6725733	0.0	1.0055652	0.009795936	2220000	5043.319438695908
74	19.47048	2.7236285	24.906853	13.291115	183.04167	80.04607	327.0	9.0	1000.0	409587.0	0.18203866666666665	1.9511529	0.5236824	3.1552548	-0.020754436	20.415524	13.038609	82.87384	-9.726714	-3.7252903e-09	-0.012674006	2.9802322e-08	-0.008854069	0.13774937	-0.08954818	225.53796	-135.66626	0	0	1.6180699	0.0	0.9939286	0.009730823	2250000	5111.933566331863
75	18.68157	3.8344378	26.15652	6.891309	182.08333	90.632	423.0	57.0	1000.0	414845.0	0.18194956140350876	1.9422716	0.50192076	3.3131945	-0.066102184	17.397379	12.308111	83.520355	-19.73208	-1.8626451e-09	-0.010356782	-5.9604645e-08	-0.0014492096	0.16158053	-0.09661325	168.35446	-101.25276	0	0	1.8835155	0.0	0.9965174	0.009803497	2280000	5180.446371078491
76	18.090715	2.677469	22.192444	11.448977	224.125	94.72826	424.0	66.0	1000.0	420966.0	0.18223636363636364	1.915785	0.52881557	3.0899854	-0.027653592	19.730167	12.332749	80.68044	-5.120201	-3.7252903e-09	-0.012107462	5.9604645e-08	-0.016059726	0.14209184	-0.08805457	215.95825	-126.919586	0	0	1.6339628	0.0	0.99560523	0.009749544	2310000	5249.261417150497
77	18.95442	2.5679011	22.391985	9.15874	148.20833	95.46028	456.0	0.0	1000.0	425972.0	0.18203931623931624	1.9048805	0.54350877	3.1238627	-0.15472546	19.244442	11.537664	77.707924	-4.7966685	2.3283064e-09	-0.011880049	-4.4703484e-08	0.0037683453	0.14504313	-0.085135184	177.1904	-104.99542	0	0	1.7018025	0.0	0.9857077	0.009762934	2340000	5317.606345176697
78	18.988607	2.829605	24.127474	11.230759	159.29167	86.97963	382.0	16.0	1000.0	430608.0	0.18169113924050634	1.9543375	0.51027614	3.1575654	-0.23468018	17.230618	12.203933	82.314804	-9.636641	-1.4901161e-08	-0.010869707	-7.450581e-09	-0.0022436483	0.15066719	-0.08592616	158.03989	-98.78415	0	0	1.8354862	0.0	0.9903046	0.009833006	2370000	5385.894784927368
79	18.22267	2.333694	22.436684	13.090222	150.0	75.294975	304.0	25.0	1000.0	434777.0	0.18115708333333333	1.9253987	0.51102	3.4607759	0.07875683	15.941074	11.707474	68.44254	-14.035074	2.7939677e-09	-0.010530417	0.0	-0.002145229	0.10891394	-0.06633524	143.71198	-85.49816	0	0	1.8589268	0.0	0.98702514	0.009811463	2400000	5454.148960590363
80	19.189566	2.4052927	24.291327	13.546539	214.375	104.20925	440.0	81.0	1000.0	440992.0	0.1814781893004115	1.8994151	0.49329248	3.1465392	0.22640865	17.38925	12.422202	77.95243	-10.162413	-7.450581e-09	-0.012371877	-2.2351742e-08	0.0015954077	0.14143124	-0.09142089	203.74594	-128.33456	0	0	1.595973	0.0	0.9915986	0.009732405	2430000	5523.196930885315
81	18.193308	3.5333862	23.725567	11.464081	189.95833	96.03883	396.0	50.0	1000.0	446523.0	0.18151341463414633	1.9222964	0.49930945	3.0200965	0.14416501	20.030037	11.856659	86.438736	-8.616677	-9.778887e-09	-0.0106971515	1.4901161e-08	-0.0038471827	0.19121549	-0.11298905	190.31343	-115.75839	0	0	1.8895797	0.0	0.9811252	0.009813739	2460000	5591.872414827347
82	18.929852	4.2213006	23.690397	1.5748568	169.66667	131.25378	648.0	0.0	1000.0	451420.0	0.18129317269076306	1.9202597	0.5411328	3.3666055	-0.0066922195	18.927643	13.180809	88.383156	-8.254315	1.3038516e-08	-0.011310008	5.9604645e-08	-0.007570588	0.1767807	-0.10524295	217.11868	-148.58624	0	0	1.791029	0.0	0.9778407	0.009626182	2490000	5660.305503845215
83	19.206976	2.7098415	25.670431	14.734171	161.5	79.07486	319.0	0.0	1000.0	456521.0	0.18115912698412698	1.9210958	0.5577163	3.4578888	-0.46278936	16.213312	13.287837	81.14977	-15.332458	-1.1175871e-08	-0.010828349	2.2351742e-08	-0.0073790234	0.17227569	-0.10804783	181.07066	-116.355675	0	0	1.8544153	0.0	0.97280836	0.009823773	2520000	5728.893450975418
84	18.19208	4.0568233	25.837282	10.146994	171.45833	95.25054	375.0	12.0	1000.0	461683.0	0.1810521568627451	1.9258771	0.58126956	3.2227955	-0.22217338	18.396908	12.297345	85.46263	-7.5108857	-1.8626451e-09	-0.012063749	-4.4703484e-08	-0.003645625	0.183649	-0.109997705	213.29218	-131.22816	0	0	1.623593	0.0	0.96744955	0.009782803	2550000	5797.361970663071
85	19.6959	2.1488729	25.151007	16.395662	166.83333	88.60995	413.0	60.0	1000.0	466778.0	0.18092170542635658	1.9563019	0.5245814	3.1421442	-0.30118582	17.182222	11.97304	72.21152	-11.026072	2.7939677e-09	-0.012155064	4.4703484e-08	0.0009030441	0.12693536	-0.080517605	186.28513	-114.25638	0	0	1.6855454	0.0	0.96132904	0.009876508	2580000	5865.533013343811
86	19.24803	3.285767	24.258738	8.711921	171.04167	103.06611	415.0	13.0	1000.0	471992.0	0.180839846743295	1.9634117	0.5030895	3.0727272	0.08548243	18.048416	12.136149	81.477585	-10.336469	9.313226e-09	-0.012006028	1.6391277e-07	-0.00088549405	0.16244656	-0.10820213	190.69391	-117.197845	0	0	1.6894809	0.0	0.9635526	0.009785409	2610000	5934.013858318329
87	19.912285	2.3786438	23.4317	14.903585	164.625	101.39765	365.0	2.0	1000.0	476872.0	0.18063333333333334	2.022203	0.501441	3.249075	0.042158276	15.973105	11.956288	83.10112	-6.9796658	1.6763806e-08	-0.011474423	-1.6391277e-07	0.0046407785	0.13801295	-0.08936032	162.0121	-102.0671	0	0	1.7545191	0.0	0.9608863	0.009873169	2640000	6002.6414449214935
88	18.782045	2.8469198	23.122505	10.19803	168.625	88.35337	392.0	23.0	1000.0	482117.0	0.1805681647940075	1.9288276	0.5252758	3.583114	0.1255666	17.760424	12.691624	74.92958	-13.696275	1.1175871e-08	-0.011679336	4.4703484e-08	0.0030913055	0.1509565	-0.09547339	190.6756	-116.162834	0	0	1.7572998	0.0	0.9497145	0.009833094	2670000	6070.954483985901
89	19.129808	2.676872	22.299685	11.39713	202.95833	90.04604	380.0	33.0	1000.0	487983.0	0.18073444444444445	1.9817966	0.48903146	3.3858938	0.0075019654	18.074612	12.0766535	75.870186	-14.129782	-5.5879354e-09	-0.011622028	2.9802322e-08	0.0020033866	0.15470517	-0.09461397	234.5491	-153.82578	0	0	1.7003849	0.0	0.95261025	0.009852447	2700000	6139.497513771057
90	19.775923	3.2461104	24.303595	11.001833	189.16667	103.016045	409.0	65.0	1000.0	493682.0	0.18083589743589742	1.9778581	0.5178004	3.14675	-0.1127214	19.372412	12.217011	82.32086	-6.81838	1.6763806e-08	-0.011071803	7.4505806e-08	0.019667283	0.16001618	-0.100527205	205.99301	-134.83975	0	0	1.813185	0.0	0.9558716	0.00983753	2730000	6209.091468811035
91	19.38449	2.237788	23.288898	14.084729	193.83333	98.89964	356.0	9.0	1000.0	499446.0	0.1809586956521739	1.994949	0.54461694	3.3179908	-0.44619668	19.345695	12.793096	82.20803	-11.375491	8.381903e-09	-0.011962254	6.7055225e-08	-0.00566389	0.14907186	-0.09209256	202.9378	-129.06721	0	0	1.6677979	0.0	0.9591465	0.009845184	2760000	6277.506600856781
92	19.08673	2.2514708	23.818785	14.166999	153.95833	71.823555	326.0	56.0	1000.0	503954.0	0.18062867383512546	1.9013994	0.50610715	3.548767	-0.061114557	18.462212	12.678728	78.987564	-7.252549	1.071021e-08	-0.011727696	-1.4901161e-08	-0.003329048	0.14738438	-0.1023501	174.6934	-114.88399	0	0	1.7064316	0.0	0.95190275	0.009891519	2790000	6345.930342197418
93	18.169106	3.663849	24.697706	9.292921	184.25	95.050095	361.0	27.0	1000.0	509785.0	0.18077482269503545	1.9505359	0.5380969	3.0717113	-0.19342709	17.402454	13.565539	88.17259	-15.880282	-3.7252903e-09	-0.010980798	-1.1920929e-07	-0.0049163336	0.19861118	-0.13160056	232.37819	-147.29578	0	0	1.7737523	0.0	0.9492037	0.009846369	2820000	6414.6094670295715
94	19.32712	2.6031392	22.68758	11.46396	198.625	111.51301	445.0	19.0	1000.0	515468.0	0.1808659649122807	1.9603914	0.51325285	3.1774962	-0.1802654	20.716482	14.86993	86.033	-7.9217854	-9.313226e-10	-0.011627366	5.9604645e-08	0.0032642093	0.18915997	-0.13621078	192.94934	-120.93863	0	0	1.7274886	0.0	0.94592756	0.009836563	2850000	6483.156170129776
95	19.073917	3.735044	23.622454	6.138508	189.16667	91.88338	342.0	39.0	1000.0	521062.0	0.18092430555555555	1.9740676	0.52596563	3.1652653	-0.04258403	20.689959	14.133628	90.84859	-10.991626	-1.1175871e-08	-0.010983318	8.940697e-08	-0.012565402	0.16602513	-0.11470596	200.70164	-128.70117	0	0	1.8465767	0.0	0.93013984	0.009787709	2880000	6551.622200250626
96	19.625902	2.7766204	25.278513	14.258599	133.25	96.55924	322.0	0.0	1000.0	525768.0	0.18067628865979382	1.9245265	0.5206435	3.3521948	-0.53209454	18.47615	13.284557	90.697395	-11.567158	0.0	-0.010920264	-7.450581e-09	0.004347901	0.15040302	-0.10451313	210.61478	-139.80898	0	0	1.8021605	0.0	0.91818976	0.009808242	2910000	6619.951212644577
97	19.064463	2.7626019	24.54305	13.1467085	178.58333	90.995384	354.0	0.0	1000.0	530974.0	0.18060340136054423	1.9788386	0.50456494	3.1826594	-0.20404607	16.230303	11.934781	78.778656	-9.651922	3.7252903e-09	-0.011439834	5.2154064e-08	0.0055581555	0.13446645	-0.089061715	183.6463	-114.11691	0	0	1.752224	0.0	0.91177326	0.009918264	2940000	6688.231049776077
98	19.859503	1.8925133	23.098526	14.433485	196.20833	98.3264	398.0	33.0	1000.0	537020.0	0.18081481481481482	2.0014904	0.48757008	3.1856163	-0.039927687	18.406404	13.682668	98.07461	-6.5315504	-1.8626451e-09	-0.012744382	-5.5879354e-09	-0.0035903263	0.118490286	-0.074460246	217.30582	-133.81166	0	0	1.5341148	0.0	0.90565836	0.00972438	2970000	6756.646447181702
99	19.032558	3.510127	23.879486	8.261254	161.375	86.75771	308.0	22.0	1000.0	541890.0	0.18063	2.0454605	0.4978594	3.467497	0.3728096	19.930862	12.457803	75.6957	-8.2542095	2.7939677e-09	-0.011771932	0.0	-0.002133845	0.19031961	-0.13641903	177.5641	-115.256195	0	0	1.663222	0.0	0.9025476	0.009583967	3000000	6825.151112794876
100	20.081045	2.2857907	25.202982	16.168056	168.20833	75.47571	364.0	53.0	1000.0	547158.0	0.180580198019802	1.9722247	0.48878545	3.2306619	0.12795973	16.529022	12.000649	76.491776	-9.94203	-7.450581e-09	-0.011174186	1.8626451e-09	-0.00676692	0.12286788	-0.0746465	176.83746	-110.00432	0	0	1.8385966	0.0	0.89299715	0.009856204	3030000	6894.238247394562
101	19.556559	2.8895853	23.8709	8.865051	175.20833	94.050514	456.0	34.0	1000.0	552610.0	0.18059150326797385	1.9989972	0.5262596	3.190417	-0.19297864	18.098866	12.569824	83.59947	-10.72286	-6.519258e-09	-0.012203009	5.9604645e-08	-0.0023977868	0.13072434	-0.08030967	174.61769	-111.10919	0	0	1.6577679	0.0	0.889471	0.0096737575	3060000	6962.424746274948
102	19.07071	2.4668403	24.036678	13.554811	164.70833	88.93044	424.0	0.0	1000.0	557463.0	0.18040873786407766	1.9615109	0.53134924	3.3087878	-0.34899598	17.600113	12.679459	88.91902	-10.780844	2.7939677e-09	-0.011818483	5.9604645e-08	-0.0070295604	0.16312808	-0.10900551	191.62022	-123.77871	0	0	1.6500672	0.0	0.89178896	0.0098357815	3090000	7030.8828184604645
103	20.514555	3.146648	27.794874	13.423113	204.875	79.42623	364.0	58.0	1000.0	563192.0	0.18051025641025642	2.0218184	0.51752514	3.2361403	-0.0065644607	18.363989	12.864937	79.99474	-4.862087	3.7252903e-09	-0.011825799	4.0978193e-08	0.0036351825	0.14667913	-0.08892554	188.45186	-118.62364	0	0	1.6781818	0.0	0.8859211	0.009722007	3120000	7099.193825721741
104	18.315126	2.7030442	21.677149	8.503637	220.95833	95.77468	523.0	57.0	1000.0	569512.0	0.18079746031746033	1.9637071	0.58879	3.11974	-0.15449187	20.767778	14.661054	92.06776	-12.397028	1.8626451e-08	-0.011310728	0.0	0.0027681408	0.13114204	-0.092845574	225.59732	-148.79343	0	0	1.7651827	0.0	0.87691593	0.009865116	3150000	7167.448165655136
105	19.339365	4.065879	27.278027	6.30582	232.04167	121.189064	555.0	55.0	1000.0	575985.0	0.18112735849056605	1.9624175	0.5436799	3.0250885	-0.38811177	20.76668	13.525397	92.4006	-8.05936	-3.7252903e-09	-0.011543502	-1.1920929e-07	-0.024302982	0.14421818	-0.09963828	260.26382	-165.29391	0	0	1.737323	0.0	0.87086165	0.009828067	3180000	7235.710219144821
106	18.890234	2.1306114	22.92099	14.93837	200.45833	88.943794	369.0	57.0	1000.0	581783.0	0.18124080996884734	1.9452555	0.5633079	3.1501093	-0.06965944	21.480686	13.820985	80.698906	-6.249532	0.0	-0.010641679	2.9802322e-08	-0.011346322	0.18276052	-0.12574038	216.11667	-141.79195	0	0	1.8124866	0.0	0.8679759	0.009799428	3210000	7303.967695474625
107	20.267359	2.5021055	23.227493	12.731299	184.33333	101.10294	419.0	33.0	1000.0	587205.0	0.1812361111111111	2.009933	0.54396665	3.2784944	-0.52824587	19.744925	13.244591	77.99574	-4.7901316	-3.7252903e-09	-0.011929156	-1.4901161e-08	0.002940874	0.1489807	-0.09668438	174.38136	-110.11925	0	0	1.7609366	0.0	0.8599255	0.009970954	3240000	7372.077288150787
108	19.729113	2.182484	23.335466	15.183424	163.70833	114.94545	362.0	12.0	1000.0	592563.0	0.1812119266055046	2.0511615	0.47395784	3.1546195	0.20014292	18.75029	13.0787945	80.756805	-10.704593	2.7939677e-09	-0.012625143	-2.9802322e-08	0.0018265378	0.12294526	-0.07614197	215.08096	-139.78003	0	0	1.5897632	0.0	0.85663223	0.00977708	3270000	7440.275272607803
109	20.49079	2.7617395	24.91009	11.85523	192.125	99.7849	370.0	26.0	1000.0	598084.0	0.18123757575757576	2.0409243	0.49731827	3.2945232	0.028177567	18.546608	13.880592	80.2311	-10.072661	1.8626451e-09	-0.011002993	8.940697e-08	0.00857306	0.1330098	-0.08278607	173.68248	-116.93182	0	0	1.7771977	0.0	0.855281	0.009645194	3300000	7508.96813583374
110	19.435995	2.814409	24.560638	13.2026615	228.04167	107.168274	511.0	57.0	1000.0	604582.0	0.18155615615615617	2.0613003	0.5121021	3.1724882	-0.16868755	20.449177	13.378506	95.291756	-7.9887505	-1.7695129e-08	-0.0114918435	-1.4901161e-08	-0.0025955215	0.13821203	-0.091663204	221.4091	-151.27762	0	0	1.6947417	0.0	0.83898854	0.009823497	3330000	7578.0337743759155
111	18.991278	2.659555	23.684908	13.539179	206.83333	116.09072	491.0	9.0	1000.0	610420.0	0.18167261904761905	1.973385	0.54350895	3.3111887	-0.03584846	21.36905	13.694203	91.06431	-14.350108	7.450581e-09	-0.012115737	1.4901161e-08	-0.003804123	0.13871881	-0.10062957	223.97472	-146.0604	0	0	1.6734285	0.0	0.8332095	0.009778061	3360000	7646.174420595169
112	19.495907	2.3341167	23.6333	15.403584	163.5	97.93237	423.0	12.0	1000.0	615292.0	0.18150206489675516	1.9807667	0.48982513	3.033175	0.03725747	18.714388	13.333824	88.656715	-12.408406	8.381903e-09	-0.012296914	-4.4703484e-08	-0.0098252045	0.14709768	-0.1014954	192.8734	-132.17694	0	0	1.6522264	0.0	0.82297254	0.00983236	3390000	7714.3074905872345
113	18.353455	2.70399	23.099173	11.893013	165.375	76.421425	294.0	34.0	1000.0	619946.0	0.18127076023391814	1.9879018	0.5256139	3.4325595	0.35273388	16.002598	11.619809	74.60336	-20.156992	-1.4901161e-08	-0.012321817	5.2154064e-08	-0.012349861	0.15700665	-0.111583225	168.81863	-114.29484	0	0	1.6530282	0.0	0.8198557	0.009743908	3420000	7782.768337726593
114	18.484213	5.4942927	23.798075	1.7927359	206.91667	108.496124	532.0	12.0	1000.0	625979.0	0.1814431884057971	1.9124315	0.5464101	3.3793128	-0.037524417	17.525747	12.580147	78.148384	-11.647379	0.0	-0.011350359	8.940697e-08	-0.006963555	0.20217413	-0.15012568	197.08777	-134.53983	0	0	1.7523599	0.0	0.814653	0.009960289	3450000	7851.043216705322
115	19.20673	3.4218175	23.124872	9.341908	188.41667	96.79614	425.0	19.0	1000.0	631692.0	0.1815206896551724	1.9410131	0.5940732	3.315925	-0.37764022	20.298988	12.9440155	79.04163	-8.185424	1.1175871e-08	-0.011688546	3.7252903e-08	-0.00550879	0.16165602	-0.1124579	207.02255	-139.39313	0	0	1.7639852	0.0	0.80154127	0.009919128	3480000	7919.4634346961975
116	20.229515	4.175363	26.221004	6.1186104	219.75	93.00817	409.0	73.0	1000.0	637643.0	0.18166467236467237	2.0002837	0.5914123	3.2831645	-0.23417628	18.650282	14.44205	90.877266	-24.159857	-7.450581e-09	-0.010947479	-5.2154064e-08	-0.006320523	0.16827741	-0.1236182	217.23071	-141.84705	0	0	1.8449379	0.0	0.8026061	0.009840575	3510000	7987.683103561401
117	20.009905	1.8576106	23.382242	15.661871	173.91667	80.97835	341.0	13.0	1000.0	642711.0	0.18155677966101694	2.0794282	0.50281847	3.3809783	0.03675606	20.729748	13.451095	84.30358	-9.349648	-1.21071935e-08	-0.011660645	1.7881393e-07	0.012024001	0.122952014	-0.08102617	171.73996	-114.588806	0	0	1.7023846	0.0	0.80498177	0.009955298	3540000	8055.671744585037
118	19.918365	2.26919	25.32572	16.035671	151.41667	73.80714	322.0	8.0	1000.0	647379.0	0.18133865546218486	2.026153	0.46456563	2.9921138	0.011421774	17.612312	12.6056185	88.1571	-6.1610427	4.656613e-09	-0.011014034	-4.0978193e-08	0.008706973	0.097177476	-0.06484072	157.97046	-102.098946	0	0	1.8366233	0.0	0.80690634	0.009798959	3570000	8124.1273057460785
119	20.055246	2.7424448	24.728134	10.504647	209.375	86.973564	411.0	68.0	1000.0	653959.0	0.1816552777777778	2.046753	0.47672874	3.2416446	0.38265553	17.122513	12.107655	69.98258	-10.273985	-1.2572855e-08	-0.011172814	1.4901161e-08	0.01174194	0.14961465	-0.10483532	252.53888	-173.29207	0	0	1.7245206	0.0	0.8021187	0.009812274	3600000	8192.59071469307
120	19.806343	2.6356554	24.040533	14.678926	214.25	102.10952	383.0	58.0	1000.0	659843.0	0.1817749311294766	1.9934323	0.5240044	3.0122597	-0.5873749	20.726501	13.870841	92.59816	-6.280489	6.519258e-09	-0.01124789	2.9802322e-08	0.0048550274	0.15318836	-0.1079584	179.48517	-114.103035	0	0	1.778918	0.0	0.7880605	0.009767643	3630000	8261.850954294205
121	19.763605	2.7277427	24.72722	12.920741	199.25	116.588394	497.0	3.0	1000.0	665897.0	0.18193907103825135	2.0305927	0.49366677	3.254358	0.20991974	21.232279	14.19938	96.51146	-8.492112	9.313226e-10	-0.011353708	8.195639e-08	0.0014878307	0.10746176	-0.07032412	227.14879	-147.01602	0	0	1.7462705	0.0	0.78954107	0.009849681	3660000	8330.019721269608
122	18.712008	4.3951254	25.436655	4.801723	188.75	96.560104	411.0	48.0	1000.0	671606.0	0.1820070460704607	1.9364641	0.5294978	3.2242572	0.053288743	20.033907	13.432865	82.27281	-6.730333	7.450581e-09	-0.010985848	7.450581e-09	0.00062659755	0.16038871	-0.112171315	194.07431	-126.4204	0	0	1.7776872	0.0	0.78776115	0.009900889	3690000	8398.061557531357
123	18.866945	3.513281	22.52439	6.6555896	190.625	81.42523	377.0	64.0	1000.0	678086.0	0.18228118279569894	1.9493016	0.5610127	3.140267	-0.21831293	20.6803	13.386213	79.42875	-5.918218	-1.21071935e-08	-0.011488659	4.4703484e-08	-0.00020820694	0.16325867	-0.11525282	218.88132	-137.75862	0	0	1.7789683	0.0	0.7798233	0.009782929	3720000	8466.777827739716
124	19.721022	4.1918035	24.547129	7.6952343	184.79167	98.50168	455.0	24.0	1000.0	683176.0	0.18218026666666667	1.9912459	0.54593545	3.3634622	-0.030573277	21.257063	14.236724	87.26782	-11.346536	4.656613e-09	-0.012491797	-1.937151e-07	0.006119225	0.15843666	-0.12495894	195.8573	-130.01518	0	0	1.6347817	0.0	0.77533007	0.009876424	3750000	8534.873401641846
125	19.215498	2.565799	23.296547	13.771176	180.54167	99.6477	351.0	48.0	1000.0	688968.0	0.18226666666666666	2.0358837	0.5218695	3.3919291	-0.29659513	17.511192	12.28936	81.12465	-10.4606285	-2.0489097e-08	-0.011853263	-7.450581e-09	-0.0030937698	0.13656816	-0.096764036	222.01923	-148.37543	0	0	1.700303	0.0	0.7738423	0.009843195	3780000	8603.175357103348
