Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
67	17.077974	2.6829255	21.853476	12.810133	210.375	112.18468	430.0	0.0	1000.0	376256.0	0.1844392156862745	1.757194	0.4787061	3.0760763	0.06893326	20.337688	13.997436	79.82365	-9.671656	-6.519258e-09	-0.0008197157	-8.940697e-08	0.00031574722	0.10915163	-0.061942987	249.10416	-170.48367	0	0	1.0	1.2435076	0.002019715	2040000	4999.621656656265
68	17.901163	2.37362	23.368702	11.7865	196.75	71.235085	350.0	101.0	1000.0	382402.0	0.1847352657004831	1.7859964	0.4661769	2.9788828	0.055576835	22.526472	16.467741	100.05288	-9.820147	5.5879354e-09	-0.0008071836	-4.4703484e-08	-0.0014844742	0.10906173	-0.061423685	208.07373	-142.77063	0	0	1.0	1.2435536	0.0024318867	2070000	5066.3752336502075
69	17.525053	2.489604	21.01989	13.269948	204.16667	87.67348	413.0	82.0	1000.0	388833.0	0.18515857142857142	1.7841679	0.4663939	2.784165	0.0610514	21.254162	13.146484	79.06838	-4.979717	-7.450581e-09	-0.0011888028	1.1920929e-07	-1.7538667e-05	0.09135142	-0.04980074	221.52982	-153.27826	0	0	1.0	1.2436016	0.0036947362	2100000	5133.285455942154
70	17.614958	2.395771	21.210108	11.867392	175.58333	92.4815	391.0	25.0	1000.0	394107.0	0.18502676056338027	1.8008264	0.4750932	2.9598763	0.16240945	20.413805	12.693631	70.66391	-12.25525	1.8626451e-09	-0.0008896254	1.4901161e-08	0.0038244869	0.11898449	-0.06606342	187.45815	-124.35004	0	0	1.0	1.2436683	0.0036315257	2130000	5201.321669340134
71	16.45796	2.661122	20.348747	9.888139	195.54167	101.830734	392.0	28.0	1000.0	399934.0	0.18515462962962964	1.769981	0.48614848	2.9534507	0.22053166	19.401508	12.592676	81.09948	-6.880108	3.7252903e-09	-0.00049400004	-5.2154064e-08	0.0019089892	0.14278185	-0.08286072	184.69324	-125.43483	0	0	1.0	1.2437794	0.0046317987	2160000	5267.693558454514
72	17.119368	2.1458848	22.668636	14.046297	217.0	107.00701	457.0	28.0	1000.0	405901.0	0.18534292237442923	1.7786791	0.503899	3.115914	0.016153181	20.04815	13.663743	74.69615	-9.201704	-2.7939677e-09	-0.0016096272	1.937151e-07	-0.0007814318	0.13360952	-0.08407339	215.70718	-148.87448	0	0	1.0	1.2439115	0.0025018314	2190000	5334.206237792969
73	16.476736	3.1959958	22.43735	6.982491	233.83333	114.48423	494.0	35.0	1000.0	412934.0	0.1860063063063063	1.7809958	0.4916913	3.0406768	0.122196704	21.039629	14.85689	92.289085	-6.809737	-2.0489097e-08	-0.0006773969	-1.6763806e-07	0.008016233	0.13780662	-0.08408741	246.39743	-177.68707	0	0	1.0	1.2439038	0.002826585	2220000	5400.608549118042
74	17.226332	1.8532702	20.331053	12.55592	223.33333	91.95999	409.0	59.0	1000.0	419715.0	0.18654	1.7408636	0.49203026	2.968361	-0.26315138	24.110462	15.442493	90.00804	-9.300918	1.9092113e-08	-0.00084538176	1.4901161e-08	0.0013271323	0.10429673	-0.058521852	245.52316	-171.91913	0	0	1.0	1.2438064	0.0011529746	2250000	5467.177382707596
75	15.827306	4.4363256	21.777088	4.173591	179.16667	90.981995	362.0	24.0	1000.0	425106.0	0.18645	1.7086779	0.4886051	3.05997	0.009874538	22.188917	13.905046	81.995094	-8.313821	0.0	-0.0011545857	-7.4505806e-08	-0.0011707852	0.18233448	-0.110115744	185.4651	-135.28712	0	0	1.0	1.2437027	0.0011445946	2280000	5534.104005098343
76	17.02192	2.3475075	21.787893	11.885048	178.20833	79.425	363.0	38.0	1000.0	430524.0	0.18637402597402597	1.7314001	0.55639076	3.3858848	-0.318702	18.805033	12.274374	78.61339	-8.4974	-1.1175871e-08	-0.0010851277	5.2154064e-08	0.0011756402	0.16333021	-0.106844686	178.7343	-118.12227	0	0	1.0	1.2435995	0.0019611572	2310000	5600.367084026337
77	16.812891	2.4630048	21.40145	12.173685	175.20833	87.71021	381.0	0.0	1000.0	436464.0	0.18652307692307693	1.7755073	0.5010874	3.0263352	0.04010386	19.872356	13.371079	87.60246	-7.7482886	-3.7252903e-09	-0.0018115295	-2.9802322e-08	0.0015059211	0.15040597	-0.08385607	184.20667	-119.27671	0	0	1.0	1.2434194	0.002365497	2340000	5666.798012256622
78	17.035604	3.05549	24.129072	10.609602	176.58333	85.323364	367.0	51.0	1000.0	441646.0	0.18634852320675105	1.7137073	0.4863841	3.0559623	0.0968411	19.272812	11.603077	81.40142	-8.810769	-2.7939677e-09	-0.0011221349	2.9802322e-08	0.00014958763	0.14999138	-0.085293405	171.15619	-113.62928	0	0	1.0	1.2431997	0.0012089205	2370000	5733.163501739502
79	17.487858	4.3127627	23.489952	0.94011444	191.16667	90.908226	458.0	43.0	1000.0	447145.0	0.18631041666666667	1.7828166	0.52191675	3.1402972	-0.19331598	18.093493	12.267765	82.54626	-13.267512	-1.1641532e-08	-0.0007829366	-2.9802322e-08	0.0021361466	0.15582837	-0.09601301	171.4052	-120.18756	0	0	1.0	1.2427924	0.0009124151	2400000	5799.582271814346
80	17.394648	2.5351107	23.05612	12.827014	220.125	101.998085	450.0	38.0	1000.0	453482.0	0.18661810699588477	1.7728597	0.55010015	2.9609382	-0.014734736	19.728205	13.374024	80.2198	-11.06881	-1.8626451e-09	-0.0012996657	0.0	-0.00257954	0.15515429	-0.09751827	205.96762	-141.6216	0	0	1.0	1.2422274	0.001087052	2430000	5867.60328412056
81	17.028822	3.7955308	23.752731	5.3411627	205.875	108.50012	459.0	27.0	1000.0	459520.0	0.18679674796747966	1.7711471	0.52884895	3.1741657	-0.068549	21.558771	14.29913	79.07967	-9.298432	-1.1175871e-08	-0.0016561522	1.1920929e-07	-0.0016134903	0.18513095	-0.11267649	218.13126	-152.15411	0	0	1.0	1.2416627	0.0010331108	2460000	5934.232628583908
82	17.18605	3.2431448	23.18848	9.702726	164.125	85.34211	348.0	0.0	1000.0	464533.0	0.186559437751004	1.7736963	0.54809314	2.9302778	-0.18067	19.173927	13.6875105	78.4242	-7.6737666	-1.0244548e-08	-0.0010255757	8.940697e-08	-0.0018801843	0.15233245	-0.098590896	198.40762	-138.88496	0	0	1.0	1.2410889	0.0011840565	2490000	6000.61140537262
83	17.315187	2.4377058	22.102053	12.521847	169.45833	90.6688	414.0	16.0	1000.0	469596.0	0.18634761904761904	1.7873875	0.5418688	3.145198	0.056756943	17.218452	12.702558	79.35207	-13.695457	1.6763806e-08	-0.0012478207	1.1920929e-07	0.00019416586	0.17286184	-0.10772831	172.78436	-117.66232	0	0	1.0	1.2404704	0.0017318692	2520000	6067.67248415947
84	17.359667	2.6415048	23.460777	12.099131	191.83333	102.68141	365.0	9.0	1000.0	475597.0	0.1865086274509804	1.7988354	0.48775536	3.0674384	0.25589266	17.126455	12.333845	73.87405	-12.352711	-3.7252903e-09	-0.0013707896	-2.9802322e-08	0.0017026849	0.12960525	-0.086833276	201.74835	-139.8469	0	0	1.0	1.2398379	0.0016806114	2550000	6134.254273176193
85	17.570398	3.67669	24.010403	4.0139236	207.70833	94.254745	411.0	10.0	1000.0	481380.0	0.18658139534883722	1.7662817	0.51257175	2.9486077	-0.089619264	19.595314	12.0450115	71.450645	-8.553355	-3.7252903e-09	-0.0014264544	1.0430813e-07	0.004529776	0.15215988	-0.09689768	206.28267	-145.95694	0	0	1.0	1.239059	0.0016783159	2580000	6201.558621644974
86	17.629599	3.2914572	22.683962	8.102998	209.33333	117.47825	541.0	55.0	1000.0	487665.0	0.1868448275862069	1.7397761	0.57019347	3.047123	-0.31791398	21.928982	14.269425	77.65222	-8.756784	1.4901161e-08	-0.0012623479	5.9604645e-08	-0.0017417204	0.20060912	-0.12940228	211.2341	-150.026	0	0	1.0	1.2383341	0.0011637006	2610000	6268.334032058716
87	16.951612	2.666525	20.43295	7.84429	167.91667	88.9906	322.0	0.0	1000.0	492569.0	0.18657916666666666	1.7807512	0.5275061	2.9922726	-0.03536705	18.732616	12.955262	75.33789	-9.197082	1.6763806e-08	-0.0012386806	1.0430813e-07	-0.0008934052	0.16829622	-0.11240337	226.33269	-157.3746	0	0	1.0	1.2378104	0.0013540913	2640000	6334.782133340836
88	17.488302	2.6303601	21.467146	11.663835	223.04167	87.81917	417.0	50.0	1000.0	499105.0	0.18693071161048688	1.763217	0.5190218	3.0978153	-0.22587685	20.23682	13.884292	77.27864	-11.43355	7.450581e-09	-0.018409498	-5.9604645e-08	-0.009074016	0.14229548	-0.088867724	213.69254	-153.13333	0	0	79.0	1.2372758	0.007257455	2670000	6414.800765752792
89	17.434511	3.0700583	21.20649	7.942061	239.75	99.83705	456.0	47.0	1000.0	506104.0	0.18744592592592593	1.7659473	0.50746024	3.2046766	0.088287905	22.32008	12.461175	75.71238	-10.635072	3.7252903e-09	-0.017661003	-5.5879354e-08	-0.0069993665	0.16752326	-0.10259266	238.73137	-165.19034	0	0	79.0	1.2060266	0.0068814037	2700000	6494.755530118942
90	17.793745	2.619637	21.01672	11.064127	182.70833	69.98004	363.0	50.0	1000.0	511448.0	0.18734358974358975	1.815438	0.51792806	3.1393223	0.09785406	22.929	13.189249	77.7217	-7.608526	-3.7252903e-09	-0.018463798	4.4703484e-08	0.006028991	0.13076577	-0.08856928	186.04204	-129.84102	0	0	79.0	1.1784492	0.008147587	2730000	6575.088288068771
91	16.71177	2.7930539	22.04761	9.684893	188.08333	97.4089	429.0	21.0	1000.0	517067.0	0.187343115942029	1.7648042	0.49169302	3.0386071	0.041315194	19.096542	13.20508	74.90626	-12.671844	0.0	-0.018421356	1.4901161e-08	-0.0094223395	0.14619678	-0.09311575	223.40805	-150.82547	0	0	79.0	1.147089	0.008856055	2760000	6654.929596662521
92	17.969223	2.2351217	21.46751	12.295683	187.83333	98.41607	399.0	12.0	1000.0	522738.0	0.18736129032258064	1.765762	0.5194283	3.010019	-0.08821777	19.561798	13.749035	77.64942	-10.930628	-5.5879354e-09	-0.014675871	-4.4703484e-08	-0.023471989	0.15468168	-0.103941515	167.22198	-110.799	0	0	79.0	1.116434	0.011681108	2790000	6734.98993396759
93	18.427185	1.7127556	21.080158	13.978866	161.5	93.347466	391.0	0.0	1000.0	527709.0	0.1871308510638298	1.8602102	0.46352428	2.9935799	0.2398914	18.91662	12.486677	82.961494	-15.67931	-9.313226e-10	0.01656172	1.4901161e-08	0.010795248	0.14993793	-0.09664443	175.12534	-118.75569	0	0	3.0	1.0892851	0.02586216	2820000	6802.7033014297485
94	17.816027	1.8545613	20.743174	14.003536	193.25	125.92764	473.0	0.0	1000.0	533721.0	0.18727052631578947	1.8844609	0.44786873	3.1305223	0.24397418	19.669683	12.979136	80.71134	-11.246202	2.7939677e-09	0.0021838406	2.9802322e-08	-0.0016291346	0.15253124	-0.10155055	216.03363	-143.82855	0	0	1.0	1.0886666	0.011230148	2850000	6869.458214759827
95	18.0111	1.8833175	21.818218	14.976318	221.20833	103.07036	430.0	26.0	1000.0	540164.0	0.18755694444444446	1.8237803	0.47884867	2.9939375	0.17079791	21.569897	15.180297	88.67414	-11.7754345	1.0244548e-08	-0.0011143745	-7.0780516e-08	0.0015510255	0.14164443	-0.09396882	197.76945	-130.65454	0	0	1.0	1.088484	0.0040914696	2880000	6936.246366024017
96	17.70305	2.0635262	22.750914	12.554857	172.58333	90.48431	353.0	0.0	1000.0	545690.0	0.18752233676975946	1.782238	0.46145678	3.1292927	0.091399804	20.24289	13.886139	78.64306	-6.844417	3.7252903e-09	-0.00024865672	-1.6391277e-07	-0.0027094167	0.13448116	-0.083266884	191.07516	-124.83292	0	0	1.0	1.0883591	0.0035097385	2910000	7002.828008174896
97	18.206444	1.8329664	22.438538	14.83634	218.16667	89.46679	401.0	88.0	1000.0	551823.0	0.18769489795918368	1.8213453	0.46683335	2.9065447	0.20098875	19.671318	12.950914	77.549805	-9.402353	-6.519258e-09	-0.0008072569	-1.4901161e-08	0.0008514039	0.108315155	-0.06728017	229.41724	-161.55281	0	0	1.0	1.088262	0.0022903197	2940000	7069.393670082092
98	17.796501	2.1960382	22.040447	13.536068	178.79167	97.0292	366.0	20.0	1000.0	557136.0	0.18758787878787878	1.8186609	0.46584284	3.1453545	0.16903654	20.703558	15.247733	88.02228	-21.516523	7.450581e-09	-0.00039513386	-7.450581e-09	-0.006933283	0.13058873	-0.08192934	170.94922	-119.771835	0	0	1.0	1.0882192	0.005336539	2970000	7136.358915090561
99	19.061798	2.5660439	23.99811	15.119348	165.625	87.48848	351.0	14.0	1000.0	562226.0	0.18740866666666667	1.8657774	0.4808799	3.1244938	0.24268444	17.962072	11.2682085	69.58683	-8.605475	-2.514571e-08	-0.0006881091	2.2351742e-08	-0.0045753457	0.13214089	-0.08142621	178.0184	-118.90745	0	0	1.0	1.0881854	0.0032256464	3000000	7203.182568788528
100	18.563028	2.1113367	22.314772	13.723721	189.04167	105.620575	462.0	57.0	1000.0	568029.0	0.18746831683168316	1.9120107	0.50536615	3.1291459	0.5043558	18.026112	12.474405	72.10174	-8.018178	1.3038516e-08	-0.00089701475	5.9604645e-08	0.0024189278	0.107396856	-0.06882727	237.95505	-163.76968	0	0	1.0	1.0881317	0.0026570014	3030000	7270.712609529495
101	17.485903	2.8486247	22.554935	12.830997	137.29167	91.950836	378.0	9.0	1000.0	572649.0	0.18714019607843138	1.8804417	0.4885714	3.1094894	0.46181726	18.21168	11.780879	75.40096	-17.33759	-7.450581e-09	-0.00033929438	-4.4703484e-08	0.0016229926	0.18364516	-0.12757637	180.98047	-129.3528	0	0	1.0	1.0879791	0.0030592172	3060000	7338.015239953995
102	17.549479	3.3677452	21.766954	8.508572	192.375	90.62092	369.0	31.0	1000.0	578419.0	0.1871906148867314	1.812125	0.55443764	3.020772	-0.21615013	16.526209	12.882627	79.06593	-11.052659	1.4901161e-08	-0.0009740264	-1.6391277e-07	-0.002544539	0.15260896	-0.088801086	195.43854	-134.00151	0	0	1.0	1.0878706	0.0024938404	3090000	7404.722016096115
103	17.510475	3.1959596	22.849821	9.568016	215.75	97.414604	436.0	27.0	1000.0	584305.0	0.1872772435897436	1.8347198	0.5039061	3.0542526	-0.042334825	20.844	12.97357	84.615204	-5.4304624	1.4901161e-08	-0.00083454815	4.4703484e-08	-0.0002561272	0.13139823	-0.08659211	181.30577	-119.44728	0	0	1.0	1.0877626	0.0040828465	3120000	7471.945608139038
104	16.647078	3.5792198	22.499977	7.4315457	213.45833	88.81909	392.0	63.0	1000.0	590440.0	0.18744126984126985	1.7555956	0.55686045	2.9732242	-0.017627774	19.301596	13.332593	80.73735	-12.043629	-6.519258e-09	-0.00021220313	-5.9604645e-08	0.00061658025	0.14460616	-0.0941668	199.67117	-139.3953	0	0	1.0	1.0877066	0.0068817195	3150000	7538.485954284668
105	17.497696	2.4015353	22.842045	12.647061	205.0	64.14567	309.0	93.0	1000.0	596439.0	0.18755943396226415	1.7836301	0.5111303	2.9427662	-0.0811442	20.316874	13.784742	92.42093	-10.232233	3.7252903e-09	-0.00081425847	2.9802322e-08	-0.003628048	0.13011543	-0.080222875	193.20001	-126.08859	0	0	1.0	1.0876079	0.003532996	3180000	7605.340740680695
106	16.509298	5.0009155	23.170408	3.6989539	194.16667	82.83702	358.0	68.0	1000.0	602143.0	0.1875834890965732	1.7745762	0.54394054	3.0904622	0.08502014	20.881775	13.142777	81.49628	-10.404382	3.7252903e-09	-0.0011011027	0.0	0.0033585967	0.21618229	-0.14197022	204.85077	-130.2763	0	0	1.0	1.0877213	0.0017445261	3210000	7672.147859573364
107	17.304304	3.8002203	25.06356	8.521049	164.70833	81.781456	301.0	0.0	1000.0	606848.0	0.18729876543209875	1.7783566	0.60583013	3.2461984	-0.08781442	17.595757	11.889844	75.01204	-11.000724	1.8626451e-09	-0.00044868654	7.4505806e-08	0.0052940473	0.18913022	-0.12921086	162.51535	-112.673386	0	0	1.0	1.0878264	0.0063814577	3240000	7738.417981624603
108	17.550188	2.3598	22.321476	13.310268	154.79167	87.30167	328.0	25.0	1000.0	611838.0	0.18710642201834862	1.8018436	0.518841	3.112062	-0.14122936	17.399546	12.327484	74.49539	-15.313636	-3.7252903e-09	-0.0005044164	3.7252903e-08	-0.0061411224	0.14871264	-0.102023855	183.33221	-127.474144	0	0	1.0	1.0877528	0.0037261285	3270000	7805.248844385147
109	18.383902	2.710503	24.267609	13.879178	198.20833	102.50974	452.0	45.0	1000.0	617637.0	0.1871627272727273	1.789339	0.5372875	3.2806835	0.035301816	18.385855	14.003469	79.540665	-9.169534	1.1175871e-08	-0.00093815126	1.5646219e-07	-0.00090322085	0.1788618	-0.12736279	189.87192	-131.66722	0	0	1.0	1.0876694	0.0033443724	3300000	7871.996221065521
110	18.233664	3.694961	23.976809	9.170739	187.375	96.313644	479.0	28.0	1000.0	623308.0	0.1871795795795796	1.8104076	0.57780474	3.2898445	-0.33859837	20.838295	13.939733	88.747055	-6.6209087	-1.4901161e-08	-0.00094681897	-2.9802322e-08	0.0008678101	0.18679777	-0.12900871	214.41791	-149.88406	0	0	1.0	1.0877488	0.0010728729	3330000	7939.702060222626
111	17.477955	2.875028	22.920193	9.580465	201.83333	80.92572	363.0	34.0	1000.0	629402.0	0.1873220238095238	1.8088126	0.56018007	3.1062744	-0.2040459	19.826447	13.0768	79.25977	-8.764062	1.3038516e-08	-0.0005474353	2.9802322e-08	-0.00039596856	0.17079714	-0.121831216	179.20233	-121.489075	0	0	1.0	1.0877728	0.0012938948	3360000	8006.390874385834
112	17.426142	3.0969203	23.187902	10.728256	196.75	111.294	444.0	0.0	1000.0	635376.0	0.18742654867256636	1.8235744	0.5681895	3.1904488	-0.32388943	21.725702	14.8378935	93.588	-9.705218	-2.2351742e-08	-0.0016088977	-1.0430813e-07	-0.0016537607	0.16636108	-0.12190276	190.10208	-129.97055	0	0	1.0	1.0879415	0.0014773651	3390000	8073.0155572891235
113	18.111925	2.6772761	22.284176	10.776791	170.41667	101.28093	351.0	8.0	1000.0	640641.0	0.18732192982456142	1.8183807	0.5223278	2.9942188	-0.05325385	18.533989	13.497394	81.03688	-11.607657	3.7252903e-09	-0.0014817155	-5.9604645e-08	-0.003132049	0.15494585	-0.10515481	182.01009	-125.43845	0	0	1.0	1.0881792	0.0014397745	3420000	8140.109381437302
114	18.27438	2.4476597	24.126501	14.091854	192.625	90.81841	391.0	69.0	1000.0	646132.0	0.1872846376811594	1.8738245	0.50501114	3.0634868	0.07583722	18.109121	14.267673	76.64044	-10.608932	9.313226e-10	-0.0015521513	0.0	-0.0045782197	0.13116589	-0.090640716	170.6282	-113.30069	0	0	1.0	1.0883183	0.0031932388	3450000	8206.650797843933
115	17.615171	3.2142942	22.057625	9.052968	180.91667	98.67029	509.0	16.0	1000.0	651697.0	0.18726925287356322	1.7905357	0.5637275	3.2377303	-0.00087378547	20.66121	13.170185	74.38692	-6.6131864	0.0	-0.0013183062	-2.9802322e-08	0.00442937	0.16077197	-0.108487874	178.17114	-120.484344	0	0	1.0	1.0888011	0.002316731	3480000	8273.714510917664
116	17.805124	3.7018263	21.482464	3.815418	212.625	99.967415	404.0	22.0	1000.0	657531.0	0.18733076923076922	1.8045983	0.51988167	3.0787928	0.06874486	17.580929	13.634826	80.640305	-9.801301	-1.44355e-08	-0.0015442974	-1.5646219e-07	-0.0010193819	0.12770997	-0.0919023	213.76907	-140.74179	0	0	1.0	1.0893321	0.0023180398	3510000	8340.682200431824
117	18.475046	1.902579	23.408476	13.4862585	158.625	79.72338	367.0	4.0	1000.0	662164.0	0.18705197740112994	1.8541985	0.5037156	3.1192865	-0.033174872	19.188887	12.5087595	77.4823	-5.0093293	9.313226e-10	-0.0009333389	-4.4703484e-08	0.0008162429	0.12470572	-0.0893686	173.98703	-117.467155	0	0	1.0	1.0897623	0.00097629207	3540000	8407.301017522812
118	17.96697	3.0435581	22.551094	11.515632	165.29167	100.69238	412.0	37.0	1000.0	667355.0	0.1869341736694678	1.8498961	0.47847018	3.1309536	0.38334364	16.638975	10.740224	72.23052	-10.784552	-7.450581e-09	-0.0013322796	-5.9604645e-08	0.0012261672	0.14676969	-0.10573207	197.87276	-127.41354	0	0	1.0	1.0901138	0.0018484665	3570000	8474.310417413712
119	18.315157	2.6505203	24.204653	12.239347	181.95833	74.99915	326.0	65.0	1000.0	673227.0	0.1870075	1.8178297	0.5451386	3.3547723	0.049009517	18.857868	13.694785	83.62728	-8.693659	-7.450581e-09	-0.0012330993	-7.4505806e-08	-0.0024931668	0.16338068	-0.115707204	208.68951	-135.54019	0	0	1.0	1.0900707	0.0021372158	3600000	8541.21770119667
120	18.67187	2.0083823	22.388096	15.631503	190.0	97.918335	407.0	18.0	1000.0	678362.0	0.18687658402203858	1.9411991	0.49895307	3.2476144	0.25147223	18.618229	12.142468	73.429665	-9.716659	1.7229468e-08	-0.0018289126	1.937151e-07	-0.00013415329	0.14090037	-0.09847387	196.36003	-127.038284	0	0	1.0	1.0899397	0.0022659954	3630000	8608.48690032959
121	18.24449	2.7790914	22.752121	10.842823	171.83333	91.08497	350.0	44.0	1000.0	683537.0	0.18675874316939892	1.8622936	0.52653277	3.2061625	-0.24450986	19.496584	13.242143	83.94851	-10.923901	-7.21775e-09	-0.0014401223	-1.0430813e-07	-0.0007997677	0.14988667	-0.105706684	182.8823	-120.78403	0	0	1.0	1.0898118	0.001634973	3660000	8675.204233407974
122	18.626484	2.4590251	24.106018	13.691084	186.125	112.41082	443.0	12.0	1000.0	689128.0	0.18675555555555556	1.8652185	0.48803294	2.9946568	0.08326846	17.809525	13.120688	87.0906	-8.053378	-9.313226e-09	-0.0011105356	4.4703484e-08	-0.0022335304	0.12931845	-0.09297449	195.73383	-124.68505	0	0	1.0	1.0897639	0.0016550033	3690000	8741.987195014954
123	18.113306	2.7570183	22.639145	9.406688	188.45833	84.22934	376.0	40.0	1000.0	694979.0	0.186822311827957	1.8899466	0.48503762	3.028578	0.06857686	19.598902	12.537143	76.01899	-7.8846297	2.6077032e-08	-0.0006697611	2.9802322e-08	-0.0014384035	0.11423391	-0.07985854	185.07956	-119.2022	0	0	1.0	1.0897009	0.0020148458	3720000	8809.087301015854
124	18.01889	3.4886682	24.38382	7.422941	222.625	103.42703	446.0	76.0	1000.0	701236.0	0.18699626666666666	1.860394	0.50540304	3.2607741	0.25218585	21.065329	12.665233	84.25323	-7.2627726	1.1175871e-08	-0.0011618733	7.450581e-09	0.00091601536	0.16295053	-0.122464545	203.34537	-137.47205	0	0	1.0	1.0895638	0.0016700142	3750000	8875.767601013184
125	17.356726	2.6971223	22.1837	9.610668	157.45833	88.955505	371.0	37.0	1000.0	706740.0	0.18696825396825398	1.8017042	0.55437386	3.3054552	-0.037286274	19.717648	14.088108	83.415855	-6.376139	-1.8626451e-09	-0.001868089	-5.9604645e-08	0.00033788756	0.1636755	-0.11820471	192.15579	-124.17988	0	0	1.0	1.089226	0.0033509764	3780000	8942.197102308273
126	18.695986	2.212032	23.029589	14.351397	138.75	76.04453	316.0	0.0	1000.0	711482.0	0.18674068241469816	1.840143	0.5067989	3.0368295	-0.296975	15.286542	11.915453	78.04463	-12.325979	0.0	-0.000996605	2.2351742e-08	-0.006930922	0.1192102	-0.085790515	171.91241	-110.07331	0	0	1.0	1.0889512	0.0034463017	3810000	9008.838971376419
127	18.598589	3.248807	23.03946	6.5090003	186.0	95.036835	387.0	0.0	1000.0	717309.0	0.18679921875	1.9182686	0.46041834	3.0807662	0.32319817	18.604006	13.4477005	76.01843	-6.5607615	-1.8626451e-09	-0.0013000118	-1.1920929e-07	0.00054490566	0.18104535	-0.13006431	185.13089	-124.580124	0	0	1.0	1.0887532	0.0021563722	3840000	9075.946164131165
128	18.707224	3.4211986	26.61497	9.708967	220.58333	89.95875	386.0	34.0	1000.0	724036.0	0.18708940568475452	1.9055939	0.5294765	3.09619	-0.042893395	20.530138	13.265256	77.90578	-8.049604	5.5879354e-09	-0.0006043336	1.8626451e-08	-0.00056526344	0.15317672	-0.1095112	200.26768	-130.46259	0	0	1.0	1.0886548	0.0017576852	3870000	9142.598546743393
129	18.6584	4.221521	22.629889	0.21347755	198.95833	97.98702	404.0	37.0	1000.0	729948.0	0.18716615384615384	1.8756852	0.5735629	3.1740656	-0.3721025	20.937817	12.030644	77.271904	-6.9510016	1.3969839e-08	-0.002148055	1.1175871e-07	-0.00517975	0.17482752	-0.13499314	204.13782	-135.97339	0	0	1.0	1.0885234	0.0037875585	3900000	9209.656108617783
130	18.776537	2.1479063	22.992323	15.186489	220.08333	119.76223	451.0	0.0	1000.0	736108.0	0.18730483460559796	1.8885233	0.5205335	3.0914829	-0.3040936	21.804262	14.566005	75.038185	-15.89627	6.519258e-09	-0.0013208863	-2.2351742e-08	-0.005312195	0.14977762	-0.10964003	182.21458	-123.12916	0	0	1.0	1.0883396	0.0020351938	3930000	9277.631810426712
131	17.843294	1.7722675	20.633108	12.053316	148.95833	95.192566	353.0	0.0	1000.0	741001.0	0.18712146464646465	1.9421331	0.44758606	3.256676	0.43553704	18.445366	13.633386	79.19796	-11.063048	3.7252903e-09	-0.00065753004	-1.4901161e-08	0.0051891403	0.12802215	-0.0987394	202.7012	-135.26984	0	0	1.0	1.0881917	0.002474478	3960000	9343.956696510315
132	18.514854	2.7333758	23.232893	11.475712	171.33333	80.87319	328.0	50.0	1000.0	745807.0	0.18691904761904762	1.8433954	0.52433276	3.0355337	-0.16901559	17.43822	12.204579	84.9481	-13.020855	1.0244548e-08	-0.0010975112	8.940697e-08	-0.0027757213	0.15627308	-0.11590739	194.9963	-126.86525	0	0	1.0	1.0880616	0.0010545714	3990000	9410.913154125214
133	19.499567	2.3359435	24.400747	15.575835	197.83333	85.648834	339.0	7.0	1000.0	751865.0	0.1870310945273632	1.9548562	0.47138736	3.100672	0.28930807	16.637981	12.406055	75.39673	-10.30952	-4.656613e-09	-0.0010575306	2.0861626e-07	0.006320551	0.11645509	-0.08530767	256.08838	-172.85442	0	0	1.0	1.087971	0.003258416	4020000	9477.413720846176
134	19.681427	2.2397132	24.644363	16.219522	169.625	79.77041	349.0	13.0	1000.0	757155.0	0.18695185185185184	1.9613733	0.44514772	3.1420188	0.43194085	19.69646	13.300006	85.51952	-7.661804	5.5879354e-09	-0.0014651397	0.0	-0.003392567	0.13888305	-0.10329053	178.39517	-104.91235	0	0	1.0	1.087846	0.0017185247	4050000	9544.839948177338
135	18.915237	2.2801871	23.489206	13.909647	201.0	90.48389	403.0	50.0	1000.0	763293.0	0.18708161764705883	1.9320542	0.5016558	3.1577928	0.15490198	20.322712	13.481958	93.81135	-8.648481	0.0	-0.001910096	1.1175871e-07	0.0018798709	0.124259755	-0.089821115	212.20456	-133.77652	0	0	1.0	1.0876877	0.0021995367	4080000	9611.356879711151
136	18.881536	2.4210513	23.971615	14.1702585	191.83333	81.91645	360.0	36.0	1000.0	769405.0	0.18720316301703163	1.9159696	0.47990182	3.1042542	0.5486544	21.101004	13.721791	86.79797	-6.5731883	-7.450581e-09	-0.0008098637	-7.4505806e-08	-0.0017851209	0.14893858	-0.10951568	191.40091	-126.368	0	0	1.0	1.0877442	0.0015110757	4110000	9678.158111333847
