Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
135	22.118984	1.1713499	25.397701	20.046738	53.4	34.167824	126.0	0.0	1000.0	307521.0	0.07537279411764707	2.2710984	0.35659155	3.5408719	0.93746233	5.621697	4.5098443	29.489021	-4.2473354	1.0172526e-09	-0.00072356616	-1.6276042e-08	0.00035259602	0.061887305	-0.022325523	20.285004	-9.521685	0	0	1.0	1.3423011	0.0010505508	4080000	17155.174667835236
136	22.485659	0.98616177	24.677849	20.81713	45.866665	28.943317	109.0	0.0	1000.0	308897.0	0.07515742092457421	2.2415164	0.33846688	3.5144358	0.6002519	5.078939	4.2626624	28.932253	-4.5980797	-1.7293294e-08	-0.00034974873	-4.0690104e-08	-0.00023879191	0.072176225	-0.026782263	17.288383	-7.3510046	0	0	1.0	1.3413469	0.001292622	4110000	17279.1008913517
137	22.52213	1.4875894	26.06272	19.4466	48.333332	30.819187	108.0	0.0	1000.0	310347.0	0.07496304347826087	2.2909575	0.35297668	3.4516082	0.8292071	4.9248495	4.0460086	29.311779	-5.580363	-2.3905436e-08	-0.00046306712	-8.138021e-09	0.0003360311	0.076207355	-0.02356331	21.404081	-10.256189	0	0	1.0	1.3404016	0.0012527216	4140000	17404.012045145035
138	22.612366	1.5084105	25.985264	19.202297	63.0	35.33931	132.0	0.0	1000.0	312237.0	0.07487697841726619	2.2774436	0.35483027	3.273347	0.85866463	5.2646027	4.583468	28.564095	-3.0526044	-1.7293294e-08	-0.0008049489	-2.6448568e-08	0.0013440185	0.07503203	-0.02419686	29.145046	-13.336315	0	0	1.0	1.3394308	0.0014631614	4170000	17527.922962665558
139	21.984737	2.4459898	25.96258	11.775626	53.5	31.898537	151.0	12.0	1000.0	313842.0	0.07472428571428572	2.316869	0.38011363	3.3174767	0.2778096	6.1352725	4.755766	32.385925	-3.608117	-1.0172526e-09	-0.0005314677	4.0690105e-09	0.00017529297	0.10637895	-0.053258367	20.547852	-10.1664915	0	0	1.0	1.3385563	0.00079854904	4200000	17651.63773036003
140	22.358818	1.4079332	25.452517	20.070917	54.3	32.755814	125.0	0.0	1000.0	315471.0	0.07457943262411347	2.2759624	0.36236805	3.3625104	0.6758925	5.4428325	4.2012672	28.569096	-2.0062249	-4.0690105e-09	-0.0011471609	1.6276042e-08	0.00018802898	0.071637936	-0.02232439	20.559408	-8.269906	0	0	1.0	1.3374698	0.0017675092	4230000	17775.04726457596
141	22.22924	1.2311511	24.78329	19.861324	43.8	30.644629	110.0	0.0	1000.0	316785.0	0.07436267605633803	2.2700427	0.35040897	3.2180755	0.9091427	5.176322	3.7726924	26.616655	-2.74673	1.6276042e-08	-0.0007332408	-4.2724608e-08	0.00015887247	0.0651748	-0.021506812	19.760365	-8.434777	0	0	1.0	1.3363712	0.0017023174	4260000	17898.225639104843
142	22.272469	1.4826747	25.177288	19.055141	46.766666	35.023502	126.0	0.0	1000.0	318188.0	0.07416969696969697	2.265712	0.36258665	3.373232	0.954064	4.7872515	4.150171	33.087734	-4.1294436	0.0	-0.0002539978	-2.8483074e-08	-0.00026839395	0.08037209	-0.031657584	21.426327	-9.146841	0	0	1.0	1.3352787	0.00040246305	4290000	18022.715245485306
143	22.21878	1.2851416	25.9693	19.904602	49.7	34.10586	139.0	0.0	1000.0	319679.0	0.07399976851851851	2.260784	0.36245364	3.5909123	0.90936124	4.995925	4.3959055	30.589231	-3.6259718	2.4414062e-08	-0.0005502665	0.0	-0.0002578878	0.073575534	-0.029846724	21.017616	-8.928247	0	0	1.0	1.3345551	0.0011753675	4320000	18146.184584379196
144	22.31452	1.462798	25.116482	19.501106	42.933334	38.15489	138.0	0.0	1000.0	320967.0	0.07378551724137931	2.2549171	0.357418	3.2044532	0.30746576	4.4065833	4.165239	30.142406	-3.757233	-2.0345052e-09	-0.0013862611	-8.138021e-09	-0.0002703654	0.08481169	-0.03674175	20.221525	-9.022016	0	0	1.0	1.3338604	0.0012080941	4350000	18269.43055343628
145	22.239565	1.5082631	26.590422	19.472439	52.533333	31.83576	110.0	0.0	1000.0	322543.0	0.07363995433789955	2.26317	0.36213303	3.3869078	0.7956187	4.8878746	4.450648	27.921556	-3.363027	-3.0517577e-09	-0.0005870255	-6.1035155e-09	-0.00081178383	0.068675935	-0.025751788	17.935032	-8.400471	0	0	1.0	1.333154	0.0009902001	4380000	18393.64678621292
146	22.60171	1.7774304	27.399374	19.105572	45.8	32.786583	105.0	0.0	1000.0	323917.0	0.07345056689342404	2.272271	0.35347533	3.5659113	0.9517751	4.87853	4.3653297	29.911457	-4.582044	-1.2207031e-08	-0.00056834717	2.4414062e-08	-8.989257e-05	0.09087346	-0.033695247	19.992842	-9.438714	0	0	1.0	1.3325882	0.0006996218	4410000	18516.407945632935
147	22.694658	1.5023937	26.105421	20.294058	58.9	29.31365	129.0	11.0	1000.0	325684.0	0.07335225225225225	2.2861025	0.3760252	3.761625	0.5816718	5.4873366	4.6597195	31.106075	-2.6366267	2.0345052e-08	-0.0010126872	0.0	0.0004720052	0.07845676	-0.032517526	25.031267	-10.743352	0	0	1.0	1.3321493	0.0006498164	4440000	18639.659121990204
148	22.627728	1.6286783	25.821377	19.661623	55.3	29.884386	136.0	0.0	1000.0	327343.0	0.073231096196868	2.3026016	0.35702786	3.480756	0.8850731	5.475718	4.302584	27.786491	-6.903103	1.6276042e-08	-0.0003483378	4.2724608e-08	-9.393921e-05	0.07328567	-0.025651198	22.437387	-9.832795	0	0	1.0	1.3317498	0.00022776535	4470000	18763.07764005661
149	22.006554	1.5958779	25.481441	19.379095	47.433334	38.128452	130.0	0.0	1000.0	328766.0	0.07305911111111112	2.2486243	0.37759942	3.1728039	0.79661685	5.537578	4.3926973	29.520016	-3.5594144	1.1189779e-08	-0.0009951452	-1.2207031e-08	-0.0009982096	0.07434267	-0.024647705	18.654675	-9.030518	0	0	1.0	1.3313138	0.0011961202	4500000	18885.449948310852
150	22.76043	1.7416847	27.282593	18.669184	64.7	29.545614	108.0	0.0	1000.0	330707.0	0.0730037527593819	2.2514884	0.34468067	3.325475	0.8330712	5.603667	4.9560256	32.45702	-3.1152377	1.2207031e-08	-0.00027261963	4.0690104e-08	5.4260254e-05	0.09176904	-0.039259225	23.7024	-11.0697	0	0	1.0	1.3308532	0.00026779846	4530000	19009.325309038162
151	22.620787	1.3501452	25.007917	20.205214	46.4	33.486916	135.0	0.0	1000.0	332099.0	0.07282872807017544	2.3121185	0.35624614	3.588528	0.8705541	5.403795	4.0782156	33.367622	-3.7304988	-4.0690105e-09	-0.0005707041	-7.629395e-09	0.00047349598	0.07155363	-0.024465442	26.369452	-13.126755	0	0	1.0	1.3302981	0.0005430718	4560000	19132.866635799408
152	22.503092	1.5044407	26.884201	20.172379	58.2	36.31657	116.0	0.0	1000.0	333845.0	0.07273311546840959	2.2839348	0.36166745	3.5059772	0.7334277	5.6002326	4.8286886	32.46151	-5.417321	-7.1207684e-09	-0.008003053	-8.138021e-09	0.0004030823	0.07628585	-0.027760845	25.65408	-11.56998	0	0	79.0	1.3296969	0.0053933687	4590000	19282.40327167511
153	22.685158	1.3767095	26.451557	20.75568	61.966667	31.960896	131.0	6.0	1000.0	335704.0	0.07266320346320346	2.3028831	0.3540655	3.5316908	0.7950717	6.2784476	4.646152	35.182762	-2.6543787	-1.525879e-08	-0.008062889	-2.4414062e-08	-0.00013409017	0.069102965	-0.025921308	22.156614	-9.890253	0	0	79.0	1.2953889	0.004634577	4620000	19430.358447551727
154	22.726025	1.330597	24.902205	20.142826	56.866665	32.853954	120.0	0.0	1000.0	337410.0	0.07256129032258064	2.2987869	0.37255743	3.506936	-0.09786949	5.7950177	4.440275	28.27551	-2.6200023	3.306071e-09	-0.0082694115	-2.4414062e-08	-0.0017485351	0.08183135	-0.03339138	24.405518	-11.34017	0	0	79.0	1.2815282	0.005098761	4650000	19579.60058403015
155	22.497448	1.3713462	25.298574	19.388956	72.566666	39.15668	142.0	0.0	1000.0	339587.0	0.07256132478632478	2.3052292	0.35482165	3.4829276	0.8855979	6.5552835	4.816702	32.639618	-2.6761484	-3.5603842e-09	-0.00906059	5.6966147e-08	-0.0023802512	0.06791369	-0.024392374	27.946297	-14.832512	0	0	79.0	1.258416	0.0055949665	4680000	19729.605105161667
156	22.918926	1.4698362	25.451	19.351383	49.8	23.317232	120.0	14.0	1000.0	341081.0	0.07241634819532909	2.2890954	0.35496724	3.3058808	0.4816646	6.294098	4.4734898	40.840622	-3.4272084	1.2207031e-08	-0.0024829782	4.0690105e-09	-0.0009085653	0.087723576	-0.032476325	20.78909	-10.26171	0	0	5.0	1.238005	0.0026342839	4710000	19855.647412776947
157	22.16816	1.0612595	25.217133	19.941652	54.466667	30.213388	119.0	0.0	1000.0	342715.0	0.07230274261603375	2.2944539	0.3722358	3.6114714	0.79524213	5.243371	3.886988	25.602295	-2.1356192	-6.1035155e-09	0.0003555115	-4.0690104e-08	-4.6569826e-06	0.0654726	-0.030831125	18.989754	-8.654234	0	0	10.0	1.2368698	0.0089787515	4740000	19983.396854639053
158	22.232754	1.0449805	25.462605	20.396427	50.866665	33.53678	106.0	0.0	1000.0	344241.0	0.07216792452830188	2.2399368	0.34572205	3.3616946	0.89443517	5.1614265	4.322129	28.217884	-2.862566	1.0172526e-08	0.002446109	-4.0690104e-08	0.00076232094	0.06076233	-0.026169702	21.64476	-9.043757	0	0	1.0	1.2329142	0.009819733	4770000	20108.253569602966
159	22.915592	1.323449	25.183283	20.004826	47.1	32.32476	130.0	0.0	1000.0	345654.0	0.07201125	2.2557259	0.34778348	3.7234101	0.84095323	5.0243397	4.3231845	34.816788	-3.641515	-4.0690105e-09	0.00026148683	-2.4414062e-08	0.0017889324	0.087398574	-0.03956002	22.620384	-10.442522	0	0	1.0	1.2322744	0.0034742684	4800000	20232.88260769844
160	22.630655	1.4338936	26.140533	19.995401	45.3	27.926273	97.0	0.0	1000.0	347013.0	0.07184534161490683	2.3135161	0.36202055	3.7312648	0.7627388	4.9482136	4.31379	30.740875	-3.547355	5.340576e-09	0.00013499298	8.138021e-09	-0.0005578796	0.07399082	-0.03151124	16.70731	-7.949993	0	0	1.0	1.2317076	0.0033249832	4830000	20356.775005340576
161	22.319939	1.4462264	24.40064	18.635847	55.466667	33.515903	167.0	0.0	1000.0	348677.0	0.07174423868312757	2.338138	0.38142437	3.4998786	1.0789602	4.9163632	4.243368	30.78439	-2.975872	-2.0345052e-09	-0.0009244873	-6.510417e-08	-1.2463379e-05	0.08427132	-0.044010963	20.728737	-9.076655	0	0	1.0	1.2311575	0.001792187	4860000	20480.663609027863
162	23.367758	1.6156977	27.267101	20.62038	51.333332	23.944845	99.0	0.0	1000.0	350217.0	0.07161901840490797	2.2904315	0.34626585	3.5072193	0.93927324	5.215628	4.3224883	28.534323	-3.7579324	0.0	-0.00046493325	4.0690105e-09	-0.00047930502	0.09720599	-0.049581416	20.914083	-9.143661	0	0	1.0	1.230906	0.0005667411	4890000	20604.026904821396
163	22.65412	1.5958511	25.775927	18.938883	45.8	29.82661	110.0	0.0	1000.0	351591.0	0.07146158536585366	2.3412616	0.39587387	3.8387601	0.82414836	5.2649155	3.95961	26.55685	-3.457824	0.0	0.00036061095	4.0690105e-09	-0.00097522786	0.08531857	-0.04537717	17.95433	-8.263193	0	0	1.0	1.2309778	0.0051969783	4920000	20727.87695479393
164	23.169521	1.8083866	27.582052	19.315063	47.533333	34.536682	153.0	0.0	1000.0	353017.0	0.07131656565656566	2.3266118	0.36659098	3.4101756	0.84073627	4.622496	4.002585	27.198645	-3.7034683	6.612142e-09	-0.0006275223	2.4414062e-08	-0.0009949626	0.09325457	-0.040846232	18.31236	-8.462202	0	0	1.0	1.2312416	0.0033530477	4950000	20852.105223178864
165	23.07792	1.3966169	25.813646	20.786642	53.166668	36.374977	124.0	0.0	1000.0	354612.0	0.07120722891566265	2.3418145	0.369613	3.5371785	1.1058942	4.8328285	4.3492002	31.765665	-4.43932	2.0345052e-09	-2.3325601e-06	-1.2207031e-08	-0.0004769206	0.08480345	-0.0430801	23.651625	-10.564833	0	0	1.0	1.2315346	0.0027586988	4980000	20976.208114862442
166	22.373552	1.5931569	26.42854	19.26997	47.966667	36.127075	120.0	0.0	1000.0	356051.0	0.07106806387225549	2.310503	0.3677541	3.6188114	0.8878406	5.3657947	4.661322	30.466877	-3.6258726	-6.802877e-09	-0.0008899922	3.6621095e-08	-0.0005797892	0.0795664	-0.037774716	21.9952	-10.432828	0	0	1.0	1.23177	0.003232066	5010000	21100.453729629517
167	22.405815	1.3628776	26.00474	19.248894	54.9	28.603437	134.0	7.0	1000.0	357698.0	0.0709718253968254	2.2623541	0.34253594	3.2479184	0.7904533	4.753957	4.262646	29.559353	-3.1037004	-6.1035155e-09	-0.00048102264	2.4414062e-08	-0.00019998882	0.068415366	-0.03370233	26.048988	-12.833914	0	0	1.0	1.2321204	0.0023136889	5040000	21224.85347723961
168	22.88659	1.2222148	24.733969	18.903028	53.7	33.692875	146.0	0.0	1000.0	359309.0	0.07086962524654833	2.2802556	0.34973764	3.4540443	0.75551313	5.725762	4.4074883	32.164585	-2.4312432	-6.1035155e-09	-0.0003829529	2.0345052e-08	-0.0025018756	0.0735963	-0.033861548	24.574013	-11.911433	0	0	1.0	1.2325289	0.005895015	5070000	21349.24791121483
169	22.646547	1.6031768	26.597424	20.090107	59.433334	35.960796	142.0	0.0	1000.0	361092.0	0.07080235294117647	2.3216453	0.3749225	3.9555988	0.6210157	6.12096	4.488432	34.374233	-4.7830305	-1.525879e-08	-0.00057355553	8.138021e-09	-4.7627767e-05	0.08272212	-0.040962208	25.41145	-10.779522	0	0	1.0	1.2328959	0.0011749736	5100000	21472.334921598434
170	22.571991	1.546957	25.768272	19.918829	60.466667	41.540127	138.0	0.0	1000.0	362906.0	0.07074191033138402	2.290686	0.35588273	3.6441245	0.8361623	6.249788	4.4842324	28.18253	-2.879501	8.138021e-09	-0.00054692384	0.0	-0.0003169108	0.07103834	-0.03252338	21.238008	-10.286269	0	0	1.0	1.2332673	0.0013875245	5130000	21595.648466348648
171	23.135561	1.5779413	27.03662	20.126684	55.3	32.850315	114.0	0.0	1000.0	364565.0	0.07065213178294574	2.3088806	0.35152826	3.3154619	1.0890414	5.660292	4.821158	33.24149	-2.7988064	-2.0345052e-09	-0.00024299113	2.1362304e-08	0.0003856201	0.08507136	-0.041659564	22.134777	-9.412233	0	0	1.0	1.2337179	0.0019628692	5160000	21719.398580789566
172	22.992126	1.5198115	25.820791	20.6437	60.766666	37.667564	134.0	0.0	1000.0	366388.0	0.07059499036608863	2.3435166	0.36745661	3.7528515	1.0666454	5.7117515	4.6674714	31.113272	-3.7125864	1.0172526e-09	-0.0007679819	-5.2897136e-08	-0.0022671102	0.08310441	-0.03817103	23.932058	-12.08554	0	0	1.0	1.2340962	0.0011609939	5190000	21842.493953466415
173	22.57891	1.3349305	25.521898	19.916637	55.9	36.55986	160.0	0.0	1000.0	368065.0	0.07051053639846744	2.3265288	0.3715607	3.5054853	0.93333095	5.81985	4.5458174	37.101833	-4.3830676	-8.138021e-09	-0.0005124125	-1.6276042e-08	0.0022625243	0.07756716	-0.036200114	23.593033	-11.060414	0	0	1.0	1.2344646	0.0017062273	5220000	21965.98699736595
174	22.535332	1.4825248	26.352692	18.672523	55.933334	33.524055	135.0	0.0	1000.0	369743.0	0.0704272380952381	2.2939959	0.35698894	3.3234153	0.9963902	5.757334	4.532738	38.173347	-4.3638983	5.086263e-09	-0.00066328736	4.2724608e-08	0.0012918356	0.08017316	-0.039538726	22.213604	-10.379555	0	0	1.0	1.2346913	0.0022066168	5250000	22089.269453287125
175	22.090458	1.7371448	24.573065	15.670641	59.0	33.68877	133.0	0.0	1000.0	371513.0	0.0703623106060606	2.2795105	0.38151434	3.5010924	0.648496	5.902511	4.4849563	32.559048	-2.6704974	-7.1207684e-09	-0.001519604	1.2207031e-08	0.0009285237	0.08092603	-0.039372675	23.90235	-10.979479	0	0	1.0	1.2348199	0.0052175648	5280000	22213.207325220108
176	23.009604	1.556135	25.925072	20.088074	52.733334	22.300873	101.0	0.0	1000.0	373095.0	0.07026271186440677	2.2926223	0.35894355	3.3923504	0.47532845	5.6440935	4.587591	32.29267	-2.8624477	6.1035155e-09	-5.6919354e-05	2.2379558e-08	0.00033120118	0.097500145	-0.04766936	19.986952	-9.140483	0	0	1.0	1.2350103	0.0010027766	5310000	22337.236270666122
177	23.129696	1.5806583	27.31723	20.554245	43.866665	29.63864	137.0	0.0	1000.0	374411.0	0.07011441947565543	2.3234568	0.36008227	3.2616646	1.1244775	5.527984	4.413724	34.091038	-2.2832918	4.0690105e-09	-0.00038823852	-3.2552084e-08	-0.0008690471	0.08626568	-0.03894213	20.884634	-10.999935	0	0	1.0	1.2352649	0.00039867766	5340000	22461.547765016556
178	22.702488	1.3187017	25.346277	20.01231	45.166668	33.991257	131.0	0.0	1000.0	375766.0	0.06997504655493482	2.357807	0.37447816	4.2576156	1.1553332	4.5910664	4.2348094	31.339598	-4.2104754	8.138021e-09	-0.0006681783	3.153483e-08	0.0009197342	0.0724546	-0.03467196	17.171396	-7.9514704	0	0	1.0	1.2355425	0.002659128	5370000	22585.284051418304
179	22.389147	1.4404786	25.93876	19.333536	61.3	39.69311	156.0	0.0	1000.0	377605.0	0.06992685185185185	2.2879355	0.35174215	3.733002	1.0820293	4.673762	4.6624007	33.00249	-4.3980436	-4.0690105e-09	-0.00022696762	4.679362e-08	0.00019889526	0.07073128	-0.03156998	32.037254	-18.396526	0	0	1.0	1.2356201	0.00018644842	5400000	22708.862540245056
180	22.648579	1.6421454	26.01792	19.293901	48.4	38.042606	176.0	0.0	1000.0	379057.0	0.06980791896869246	2.2851884	0.36482137	3.649351	1.0676525	5.914522	4.926525	34.830364	-2.8679004	5.086263e-09	-0.0004933441	-2.4414062e-08	0.00051942543	0.08260204	-0.0362679	22.217613	-12.265452	0	0	1.0	1.2355549	0.0006649906	5430000	22833.932032585144
181	22.95016	1.3437792	26.801575	21.239714	50.466667	34.337284	131.0	0.0	1000.0	380571.0	0.06970164835164835	2.312788	0.3671254	3.526945	0.9368364	5.2976384	4.5380225	29.674135	-5.208592	-1.4750163e-08	-0.0003684209	3.2552084e-08	0.0010732136	0.07968121	-0.03726023	21.660688	-9.941068	0	0	1.0	1.2354584	0.0007670672	5460000	22958.679295539856
182	22.503603	1.6343231	26.844852	19.332212	60.166668	30.881582	128.0	0.0	1000.0	382376.0	0.06964954462659381	2.2969313	0.35336822	3.474307	0.98075587	5.604682	4.6446586	30.547705	-4.5235057	1.0172526e-09	-0.00058231247	-2.4414062e-08	0.0010686036	0.06625256	-0.028493311	24.3421	-10.998252	0	0	1.0	1.2354841	0.00069482066	5490000	23083.41472864151
183	22.763897	1.2653775	25.49062	20.568693	56.333332	30.972391	138.0	11.0	1000.0	384066.0	0.06957717391304348	2.2932775	0.35527778	3.3671787	1.0550941	5.685558	4.18528	29.097048	-3.2549832	4.577637e-09	-0.00086272636	7.73112e-08	-0.00031523436	0.07427227	-0.03592561	20.34507	-9.304212	0	0	1.0	1.2354777	0.0012288336	5520000	23207.956505298615
184	22.631195	1.4216229	25.468641	18.88575	46.533333	36.94837	143.0	0.0	1000.0	385462.0	0.06945261261261261	2.315366	0.3676813	3.643053	1.1164219	5.816741	4.577509	32.058167	-2.0061936	1.2207031e-08	-0.00088192546	-1.0172526e-08	0.0012811462	0.08311074	-0.0436452	24.065863	-12.420204	0	0	1.0	1.2353861	0.0007996882	5550000	23332.2674536705
185	22.49921	1.4304427	25.923615	20.254374	54.6	28.617708	117.0	0.0	1000.0	387100.0	0.06937275985663083	2.2997272	0.36316052	4.4480453	1.0362535	5.3639145	4.3333344	29.653793	-3.741184	-8.646647e-09	-0.00074426824	-1.6276042e-08	0.00093560386	0.07158851	-0.037060816	22.76957	-10.486701	0	0	1.0	1.2351422	0.0011826567	5580000	23457.77257514
186	22.788095	1.334788	25.35124	20.4698	46.866665	35.237038	117.0	0.0	1000.0	388506.0	0.0692524064171123	2.2827082	0.3428656	3.6707084	0.8614758	4.797501	4.069256	28.451847	-3.1226358	0.0	-0.0008348663	8.138021e-09	-0.0004421794	0.07238284	-0.033812452	18.850677	-8.673676	0	0	1.0	1.2348349	0.0009594193	5610000	23582.087317705154
187	22.3618	1.1999178	25.752184	20.242395	55.0	39.34717	130.0	0.0	1000.0	390156.0	0.06917659574468085	2.3198674	0.36646488	3.5555577	1.0548037	5.0878544	4.630093	31.203985	-3.456653	1.7801921e-09	-0.0011339235	2.0345052e-08	-7.076823e-05	0.067013636	-0.03391502	24.65002	-12.62417	0	0	1.0	1.2345016	0.0014366516	5640000	23705.747938871384
188	22.809317	1.7328838	27.427176	19.219244	54.566666	35.778656	128.0	0.0	1000.0	391793.0	0.06909929453262786	2.2669427	0.3373101	3.527168	0.7474466	5.960734	5.2611465	35.907494	-4.224205	1.2207031e-08	-0.00056147465	0.0	0.0009451172	0.08689541	-0.04430857	21.794497	-10.88293	0	0	1.0	1.2341833	0.00032003684	5670000	23828.758150339127
189	23.295288	1.5901902	26.714094	20.115301	51.133335	37.88292	133.0	0.0	1000.0	393327.0	0.06900473684210526	2.3310218	0.37642312	3.6232057	0.7845341	6.2897453	5.0167274	39.736134	-3.1039474	0.0	-0.008249758	0.0	-0.004185669	0.09372344	-0.04271174	22.336878	-10.854063	0	0	79.0	1.233653	0.0052351267	5700000	23976.80429840088
190	22.761137	1.9543432	28.238243	19.547571	54.566666	29.68578	124.0	0.0	1000.0	394964.0	0.06892914485165794	2.3753922	0.38041246	4.158279	1.005336	5.435807	4.755269	36.84211	-3.7953732	0.0	-0.008863303	1.6276042e-08	-0.0027070069	0.09864387	-0.046898466	19.643879	-9.38228	0	0	79.0	1.2182894	0.005616313	5730000	24124.73078107834
191	22.429256	1.4256482	25.76411	19.93769	59.4	32.50805	139.0	0.0	1000.0	396746.0	0.06887951388888888	2.310695	0.34977338	3.6584	1.0809836	5.9303718	4.803817	38.376003	-3.8223093	-4.0690105e-09	-0.0075954874	-7.5276695e-08	0.00041684366	0.06588506	-0.027002614	22.13283	-10.59878	0	0	79.0	1.1877928	0.0051368386	5760000	24273.14974617958
192	22.854473	1.1431946	25.375116	20.815302	43.866665	29.980808	121.0	0.0	1000.0	398062.0	0.06874991364421416	2.2787986	0.33912724	3.4061847	0.9493483	5.351473	4.355679	31.533224	-3.0243363	-1.8310548e-08	-0.007897222	6.1035155e-09	0.0009305079	0.069560006	-0.026746351	20.268353	-9.626815	0	0	79.0	1.1625912	0.0049631936	5790000	24421.19947576523
193	23.026833	2.0140867	28.23967	19.75573	44.033333	38.374023	136.0	0.0	1000.0	399383.0	0.06862250859106529	2.3214617	0.353754	3.2283776	1.1904577	4.6846733	4.3126965	35.866894	-4.6626925	5.086263e-09	-0.008669821	-8.138021e-09	0.00019408365	0.08767201	-0.03472259	18.459692	-8.544492	0	0	79.0	1.1387148	0.0055424348	5820000	24570.036655902863
194	22.805494	1.6853876	27.38898	19.835413	58.033333	41.979744	171.0	0.0	1000.0	401124.0	0.06856820512820513	2.3213959	0.37285852	3.7541957	1.1224022	5.331002	4.7327676	33.352745	-2.7063773	-1.6530355e-09	0.0028252008	-7.1207684e-09	-0.0021564951	0.0848299	-0.03591476	21.682539	-10.929385	0	0	10.0	1.1197665	0.011469005	5850000	24698.33798265457
195	22.639835	1.4882723	25.559015	20.360687	41.8	33.064983	138.0	0.0	1000.0	402378.0	0.06843163265306122	2.3107169	0.3579952	3.5475655	1.1476762	5.098316	4.555964	31.766335	-2.6685023	1.0172526e-08	0.0010360637	-3.051758e-08	-0.0010853007	0.075037	-0.036919594	15.728258	-7.752226	0	0	1.0	1.117709	0.00615415	5880000	24823.352845668793
196	22.686249	1.4600731	26.902306	19.417448	44.533333	37.226994	141.0	0.0	1000.0	403714.0	0.0683103214890017	2.318498	0.38071227	4.112523	1.0087686	4.6749363	4.436524	39.36863	-4.244631	4.0690105e-09	-0.00020189617	-4.0690104e-08	0.0014150961	0.091564365	-0.049110044	19.49927	-9.434049	0	0	1.0	1.1171527	0.0039006597	5910000	24947.08673429489
197	23.109932	1.8082505	26.637102	20.472338	41.9	25.981213	101.0	0.0	1000.0	404971.0	0.06817693602693603	2.2997	0.360891	3.4484227	0.76629704	4.403219	4.3629923	29.520157	-2.9704964	-8.138021e-09	-0.0003644043	1.2207031e-08	-0.00028777667	0.107335284	-0.058603328	14.36789	-6.280402	0	0	1.0	1.116925	0.00051993487	5940000	25071.278941631317
198	22.256601	1.1391497	24.385876	20.376839	61.5	41.26803	178.0	0.0	1000.0	406816.0	0.06814338358458961	2.3210323	0.36825705	3.7040093	1.0571601	4.9063344	4.5600567	37.496777	-2.0809815	-6.612142e-09	-9.412053e-05	-8.138021e-09	-0.002804769	0.06853649	-0.03622339	29.365591	-14.4702425	0	0	1.0	1.11714	0.005867051	5970000	25194.97406578064
199	22.765001	1.4193189	25.82028	20.555464	53.3	31.926113	125.0	0.0	1000.0	408415.0	0.06806916666666667	2.2743406	0.34649146	3.4111419	0.9191655	5.689541	4.9696875	32.95345	-3.082966	1.2715658e-08	-0.0007766662	-6.1035155e-09	0.0018739155	0.07039896	-0.031096093	23.299913	-11.199116	0	0	1.0	1.1176836	0.004579069	6000000	25319.38212966919
200	23.146551	2.0414064	29.22047	19.99223	57.866665	30.799063	125.0	0.0	1000.0	410151.0	0.068018407960199	2.3116372	0.3537496	3.4990683	1.0827947	5.87316	4.6656246	34.994877	-2.2569194	1.0172526e-08	-0.00086043094	3.2552084e-08	-0.00096996257	0.09304547	-0.04248933	21.704298	-9.988075	0	0	1.0	1.1181948	0.002854179	6030000	25445.4628367424
201	22.649982	1.3726611	25.828302	19.72548	53.933334	37.889256	143.0	0.0	1000.0	411769.0	0.0679486798679868	2.3521447	0.3867028	3.9444637	1.0116359	6.048652	4.799359	32.109306	-3.1506217	1.0172526e-09	-0.00086655375	4.0690105e-09	0.0003437134	0.0902832	-0.047046904	21.662321	-10.727722	0	0	1.0	1.1186899	0.00097257347	6060000	25570.50849533081
202	22.58384	1.562373	27.842377	20.019892	44.366665	37.22677	143.0	0.0	1000.0	413100.0	0.06783251231527093	2.3100474	0.36106208	3.5607333	0.92003524	4.5827975	4.4858775	32.08247	-6.531525	-2.0345052e-09	-0.0010536693	1.6276042e-08	-0.00047177734	0.07421078	-0.030766409	19.272783	-8.709123	0	0	1.0	1.1193058	0.0015698632	6090000	25694.77638888359
203	23.028149	1.5422462	26.828562	19.785847	59.733334	37.91388	147.0	0.0	1000.0	414892.0	0.06779281045751634	2.3108976	0.35396054	3.7491903	1.1493201	5.1319084	4.690558	33.32474	-4.502676	2.0345052e-09	-0.00042253826	8.138021e-09	-0.00014828084	0.088489324	-0.045018747	24.811817	-12.269228	0	0	1.0	1.1200962	0.0014798498	6120000	25817.881325483322
204	22.96228	1.3948052	27.182817	20.080175	43.8	29.540257	138.0	0.0	1000.0	416206.0	0.06767577235772358	2.352825	0.38190743	3.7352128	0.5399899	5.514174	4.604369	34.108185	-3.4975975	-6.1035155e-09	-0.0015161225	6.306966e-08	0.0010572571	0.07969637	-0.037328377	22.99923	-11.850616	0	0	1.0	1.1208699	0.0018623287	6150000	25942.654241085052
