Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
65	17.577814	1.8921088	21.33908	14.651286	74.7	28.977177	143.0	16.0	1000.0	177506.0	0.08964949494949495	1.8315454	0.49065116	3.1010647	-0.24065697	8.161029	5.067631	32.657227	-2.6433945	-8.138021e-09	-0.0074701225	1.2207031e-08	0.002109367	0.13985287	-0.038248062	25.185516	-13.523516	0	0	79.0	1.496747	0.0056222677	1980000	8351.243026018143
66	19.072706	2.8800411	25.57595	12.930875	85.166664	36.07777	159.0	20.0	1000.0	180061.0	0.08958258706467662	1.9095969	0.46492922	3.564716	-0.08216313	7.9314694	5.131606	34.458866	-2.718017	-2.6448568e-08	-0.008041728	4.0690105e-09	0.00068503415	0.14971818	-0.042018704	26.844437	-14.390643	0	0	79.0	1.4608757	0.0053214906	2010000	8501.354289770126
67	18.16257	2.0706482	22.408516	13.768951	80.566666	30.69819	140.0	24.0	1000.0	182478.0	0.08945	1.9833094	0.48932284	3.1923292	-0.08020813	8.839182	5.3357825	33.244953	-2.9813352	1.0172526e-08	-0.008526451	-1.4241537e-08	-0.0022122478	0.1245806	-0.038156144	22.527021	-12.075957	0	0	79.0	1.4452496	0.005784783	2040000	8649.135910272598
68	18.55731	2.333446	23.233366	14.6611805	81.566666	25.455431	134.0	29.0	1000.0	184925.0	0.08933574879227053	1.8974748	0.47906098	2.8246276	-0.22046743	8.123003	5.2672477	33.56658	-3.468603	6.1035155e-09	-0.0078117433	-4.0690104e-08	0.0020775797	0.14304152	-0.035202958	24.686255	-13.0888605	0	0	79.0	1.4289333	0.005627715	2070000	8798.803569316864
69	18.983696	2.8881803	24.333525	13.106944	79.066666	26.54924	141.0	31.0	1000.0	187297.0	0.08918904761904761	1.930481	0.45412552	2.8747504	0.17699449	8.4515915	5.046287	32.30604	-2.89051	4.577637e-09	0.027395297	-2.4414062e-08	0.0026990927	0.14670406	-0.045777693	21.657324	-11.338053	0	0	5.0	1.4229935	0.03998812	2100000	8922.551905155182
70	19.568214	2.3869147	24.881762	15.974931	65.066666	33.960697	127.0	0.0	1000.0	189249.0	0.08884929577464788	2.0426555	0.4591288	3.039001	0.08219256	7.748235	4.909413	37.173668	-3.4363058	-4.0690105e-09	-0.00016619974	-1.2207031e-08	0.00090420735	0.12758102	-0.038242064	19.924881	-11.006931	0	0	1.0	1.4226055	0.0013522588	2130000	9043.481750965118
71	19.239277	2.234548	23.894682	13.847658	74.1	32.973072	135.0	0.0	1000.0	191472.0	0.08864444444444444	1.9960903	0.45598495	2.9628205	0.09273529	7.47001	4.930227	32.72912	-2.8631415	-8.138021e-09	-0.0003749359	-1.6276042e-08	0.0010817994	0.11676743	-0.03021489	23.237778	-12.9117775	0	0	1.0	1.4226258	0.00086571166	2160000	9164.617834806442
72	19.01221	2.1246686	22.990479	14.573757	71.73333	36.1957	148.0	16.0	1000.0	193624.0	0.08841278538812786	1.9933794	0.46692905	3.015263	0.13418879	7.4948926	4.979567	32.528095	-4.1951375	1.6530354e-08	0.0029949665	-4.0690105e-09	0.0009009806	0.15546006	-0.04806733	21.533075	-11.50075	0	0	1.0	1.422923	0.014303449	2190000	9285.673198461533
73	18.82696	2.2980018	24.322643	14.750729	84.63333	26.335632	128.0	23.0	1000.0	196163.0	0.08836171171171171	1.9558377	0.45340222	3.0811868	0.18019278	8.4390335	5.470892	31.331497	-2.3582745	-4.0690105e-09	0.0015291423	-2.4414062e-08	-0.0011868001	0.14692982	-0.04331419	24.25835	-12.796159	0	0	1.0	1.4232203	0.010014984	2220000	9406.520130872726
74	18.945587	2.2810585	24.25715	14.734673	71.9	30.778078	145.0	2.0	1000.0	198320.0	0.08814222222222222	1.908171	0.44129416	3.1455631	0.18160005	8.233736	4.975861	36.58088	-4.0007615	4.0690105e-09	0.0048046266	5.3914388e-08	0.0033285355	0.123110145	-0.033788957	24.11908	-13.184976	0	0	1.0	1.4237021	0.016182533	2250000	9526.886110544205
75	18.372763	1.9946204	22.058674	13.190797	79.933334	31.22812	134.0	16.0	1000.0	200718.0	0.08803421052631578	1.8947262	0.48316208	2.8418932	-0.13978313	7.671845	5.2510448	36.92873	-3.4847858	-2.0345052e-09	-0.0010982148	-8.138021e-09	0.0006482422	0.11295651	-0.035845943	21.646248	-11.403381	0	0	1.0	1.4239972	0.001671098	2280000	9647.999432086945
76	19.075527	2.7919955	25.130041	14.72885	66.86667	35.648968	131.0	0.0	1000.0	202724.0	0.08775930735930736	1.9017586	0.45801702	2.9160075	0.030614922	7.713429	5.2506404	33.945557	-2.0104656	-8.138021e-09	-0.00033472085	-1.6276042e-08	-0.00044497885	0.15478697	-0.052362874	21.225714	-11.073868	0	0	1.0	1.4243346	0.0027458821	2310000	9768.747981071472
77	19.267603	2.089426	23.142214	15.688338	76.7	34.367767	192.0	25.0	1000.0	205025.0	0.08761752136752136	1.942228	0.49565488	3.1814682	0.007944346	7.8541803	5.2299175	36.29423	-4.4200754	6.1035155e-09	-0.0010899353	3.2552084e-08	0.00024012857	0.15837546	-0.051721282	24.428333	-13.083026	0	0	1.0	1.4248142	0.0018788315	2340000	9890.156433582306
78	18.448778	2.89168	26.502888	11.47572	62.866665	34.119137	140.0	0.0	1000.0	206911.0	0.08730421940928271	1.9486858	0.4847243	3.1441615	-0.009630296	7.206248	4.8073926	29.286522	-4.016416	9.155274e-09	-0.0009315511	-3.48409e-08	-0.0029199068	0.14016305	-0.044661656	19.51125	-10.964972	0	0	1.0	1.425421	0.0022479505	2370000	10013.539407968521
79	18.82605	2.0064814	22.566317	15.136165	71.333336	36.527008	139.0	17.0	1000.0	209051.0	0.08710458333333333	1.9109299	0.47898462	3.1270704	0.20612393	6.4136705	4.651416	31.216358	-3.7354522	-5.086263e-09	-0.00047722677	-8.138021e-08	0.00013564453	0.13336979	-0.04531633	25.379871	-13.820452	0	0	1.0	1.4261582	0.0007572613	2400000	10136.705477714539
80	19.423714	1.9585274	23.378672	14.4807005	77.933334	36.942234	172.0	0.0	1000.0	211389.0	0.08699135802469136	1.9615029	0.44945425	3.0553885	0.2202872	7.942773	5.362368	37.553177	-3.467153	2.0345052e-09	-0.0009621541	0.0	-0.0006448486	0.11778638	-0.03935057	26.271729	-14.676469	0	0	1.0	1.4269087	0.0007687268	2430000	10261.20224905014
81	19.022993	2.3363996	24.567953	15.204795	66.833336	24.69154	108.0	12.0	1000.0	213394.0	0.08674552845528455	1.9580425	0.46394876	2.9682503	0.07258505	7.720631	5.218079	34.5738	-3.5400217	8.138021e-09	-0.00095377094	-4.8828124e-08	0.00074864505	0.1350103	-0.048685975	23.804075	-14.218084	0	0	1.0	1.4276643	0.0023548969	2460000	10386.213798046112
82	18.492804	2.0753944	22.354689	12.719022	70.566666	33.6548	168.0	0.0	1000.0	215511.0	0.08655060240963855	1.9615471	0.4585086	3.2192638	0.19861697	6.8980994	4.700968	38.263237	-2.7437038	-2.0345052e-09	-0.0009840373	-1.4241537e-08	-0.0002218099	0.1095007	-0.033429936	22.199146	-11.8387575	0	0	1.0	1.4281291	0.0029416168	2490000	10511.549771547318
83	18.971651	2.6944246	26.128542	13.809068	63.933334	36.642353	154.0	3.0	1000.0	217429.0	0.08628134920634921	1.9523232	0.46087044	3.0333292	0.2412409	7.126478	4.986902	39.93451	-2.9455395	4.0690105e-09	-0.0007648491	1.0172526e-08	-0.0025972575	0.12106276	-0.0326711	27.239584	-14.291544	0	0	1.0	1.4285278	0.0023706893	2520000	10635.200527906418
84	19.259396	2.6205986	25.350264	13.146636	60.333332	29.585283	131.0	0.0	1000.0	219239.0	0.08597607843137255	1.9567877	0.47350886	3.6531706	-0.015231351	6.1345115	4.8058753	44.27153	-4.275692	0.0	-0.00021038207	-6.510417e-08	-0.0011699158	0.11926356	-0.02732458	19.257746	-10.350419	0	0	1.0	1.42878	0.0032421409	2550000	10757.527591228485
85	19.137726	2.6973836	23.080442	11.6145935	76.3	37.373028	158.0	13.0	1000.0	221528.0	0.08586356589147287	2.0484667	0.47113186	3.154497	0.30543712	7.4084964	5.2857394	32.84147	-2.5717568	-1.6276042e-08	-0.0006399897	2.0345052e-08	0.0001544637	0.15592185	-0.06439352	25.736074	-14.192838	0	0	1.0	1.429157	0.0025123896	2580000	10880.079296827316
86	19.754095	1.9536321	23.930048	16.876997	74.5	24.682991	125.0	28.0	1000.0	223763.0	0.08573295019157089	1.9988462	0.43857148	3.284513	0.31752095	7.6116176	5.2067375	35.764393	-3.4117134	-2.0345052e-09	-0.0005594696	2.6448568e-08	0.0005709514	0.12311782	-0.03725823	24.424755	-11.367997	0	0	1.0	1.4296036	0.00063096045	2610000	11001.55774307251
87	18.82715	1.9586278	23.33534	14.585446	65.8	32.371178	149.0	22.0	1000.0	225737.0	0.0855064393939394	1.9982234	0.45759434	3.450892	0.023763599	7.455175	4.5461593	31.06251	-2.3195589	-1.2207031e-08	-0.0004829407	-2.4414062e-08	0.00030478515	0.10664667	-0.031457447	24.055758	-12.127696	0	0	1.0	1.4299803	0.00069829583	2640000	11122.742405414581
88	20.022835	1.8427494	23.90028	16.525276	72.9	36.39904	170.0	16.0	1000.0	227924.0	0.08536479400749064	1.969375	0.41956106	2.899872	0.19249329	7.3362403	4.792735	34.27859	-2.260945	-1.6276042e-08	-0.0007791982	4.4759116e-08	-0.000143868	0.11033367	-0.032271005	23.08645	-12.068908	0	0	1.0	1.4303404	0.000974624	2670000	11244.104986906052
89	19.366478	2.6669085	26.563257	16.070988	66.7	26.011728	140.0	17.0	1000.0	229925.0	0.0851574074074074	2.00225	0.45955923	3.2611842	0.2284355	7.663474	5.352605	37.27424	-4.132353	-1.8310548e-08	-0.00075852254	3.86556e-08	-0.00015930175	0.12373115	-0.0353714	22.735033	-11.441493	0	0	1.0	1.430544	0.0013889623	2700000	11365.110480308533
90	19.150259	1.8656934	22.948242	16.361208	63.9	32.265926	144.0	11.0	1000.0	231842.0	0.08492380952380953	2.0197496	0.4575901	3.2141416	0.21574706	7.004296	5.041982	37.79585	-3.4364858	-1.0172526e-09	-0.00124057	-1.2207031e-08	0.001352653	0.09617632	-0.032177545	20.869116	-10.143705	0	0	1.0	1.4307177	0.0023928403	2730000	11486.68069267273
91	19.822224	1.5701163	23.369862	17.066399	68.6	27.731573	128.0	24.0	1000.0	233900.0	0.0847463768115942	1.9798765	0.4083713	3.1966872	0.2280411	6.5367885	5.0420804	33.24015	-3.8312275	1.2715658e-08	-0.0015235209	0.0	-0.0016707255	0.09076202	-0.026467018	22.760756	-11.19128	0	0	1.0	1.4309225	0.0024697597	2760000	11608.281185626984
92	19.567125	1.6580935	22.709803	16.168264	62.133335	34.595505	129.0	0.0	1000.0	235764.0	0.08450322580645162	2.032578	0.43518353	3.2612858	0.4725689	6.7523994	4.69395	34.760815	-2.253217	-7.1207684e-09	-0.0008811096	4.0690105e-09	-0.00066921796	0.112072624	-0.040476903	18.631195	-9.280307	0	0	1.0	1.431024	0.0012294698	2790000	11729.34239411354
93	19.839933	2.464858	25.975695	15.68387	61.833332	32.273914	143.0	0.0	1000.0	237619.0	0.08426205673758866	2.0094037	0.42342946	3.3372185	0.18551616	6.4198136	4.5024934	31.03444	-3.3687828	-8.646647e-09	-0.0011042142	-2.0345052e-08	-2.3295084e-05	0.12425235	-0.038672045	23.75426	-11.39759	0	0	1.0	1.4309428	0.0019032566	2820000	11851.012573242188
94	20.083351	1.6879742	23.633741	16.582067	66.1	26.72745	129.0	22.0	1000.0	239602.0	0.08407087719298245	2.062053	0.42606384	3.5351858	0.39210084	6.410042	4.6113663	31.365292	-2.181212	4.0690105e-09	-0.0006310618	8.138021e-09	-0.00022408854	0.11307295	-0.036865085	21.026834	-10.572962	0	0	1.0	1.4307966	0.00068753853	2850000	11973.196232795715
95	20.031015	1.9547915	25.191923	17.180838	62.7	24.486937	123.0	6.0	1000.0	241483.0	0.08384826388888889	2.0365188	0.4162182	3.0304248	0.29275158	6.6959176	4.911027	37.294	-2.2943559	8.646647e-09	-0.0016837717	3.6621095e-08	-0.002993573	0.12118262	-0.023611426	20.366007	-10.207901	0	0	1.0	1.4306397	0.0033789405	2880000	12096.119676113129
96	19.891512	1.7926939	23.04312	16.119678	63.0	38.343185	184.0	0.0	1000.0	243373.0	0.08363333333333334	2.1838148	0.44664478	4.1067715	0.40178877	5.7978787	4.2970247	33.513084	-5.8690023	2.2888185e-09	-0.0011113449	-3.7638348e-08	0.0009472606	0.12598887	-0.059508167	28.463705	-14.649972	0	0	1.0	1.4305923	0.0015974259	2910000	12218.518163919449
97	20.11056	1.9805554	24.446854	16.986338	73.3	32.032433	124.0	0.0	1000.0	245572.0	0.08352789115646259	2.1033328	0.4368531	3.3935907	0.4633896	7.384323	5.576768	36.009827	-3.2225046	-1.2207031e-08	-0.00092049356	8.138021e-09	0.0004321696	0.119713165	-0.043106392	23.619053	-11.814205	0	0	1.0	1.4304972	0.0023135254	2940000	12340.34805560112
98	19.673786	3.4270904	25.206465	5.186586	57.833332	33.891083	149.0	0.0	1000.0	247307.0	0.08326835016835017	2.0259602	0.4641836	3.2874954	0.27568755	6.8351374	4.6608906	35.51922	-3.2069116	-1.4241537e-08	-0.0008711863	-2.8483074e-08	-0.0004636149	0.13924323	-0.067306064	24.104067	-11.988529	0	0	1.0	1.4303267	0.0017091751	2970000	12462.780642747879
99	20.041325	1.9933909	24.890293	17.019083	56.533333	33.73498	130.0	0.0	1000.0	249003.0	0.083001	2.045779	0.42890155	3.3117776	-0.23733549	6.161125	4.7926693	35.289684	-4.1833906	-8.138021e-09	-0.0013079712	-2.4414062e-08	-0.0021561116	0.10362948	-0.038602546	20.146027	-9.560855	0	0	1.0	1.430057	0.003408998	3000000	12589.257919549942
100	20.523998	1.4731661	23.69886	17.045065	63.433334	29.923996	130.0	8.0	1000.0	250906.0	0.08280726072607261	2.0607245	0.38865784	3.0492108	0.2625655	6.4016356	4.815609	29.146507	-4.2502146	5.086263e-09	-0.00076659035	2.2379558e-08	-0.0007551045	0.09683283	-0.03024692	21.1699	-10.152997	0	0	1.0	1.4296056	0.0011694687	3030000	12714.334351539612
101	20.896643	1.3272932	24.166752	18.2713	59.1	36.150932	139.0	0.0	1000.0	252679.0	0.08257483660130718	2.1135545	0.38757944	3.2787132	0.47964773	6.480184	4.786503	30.561506	-2.540358	-4.577637e-09	-0.0005837217	-1.2207031e-08	-0.0020496887	0.0849188	-0.026744708	20.883759	-9.840557	0	0	1.0	1.4291718	0.0027606746	3060000	12838.548532247543
102	20.925837	1.7457778	27.15606	18.847322	57.8	34.927925	159.0	12.0	1000.0	254413.0	0.08233430420711974	2.1255677	0.3776368	3.1517546	0.5138169	5.695691	4.334778	32.95124	-4.1066217	-4.0690105e-09	-0.000956837	2.4414062e-08	0.0014331258	0.08351566	-0.020535916	23.287966	-10.327685	0	0	1.0	1.4285288	0.001693682	3090000	12962.645579099655
103	21.003893	1.8301425	24.984838	17.91013	52.5	30.936224	113.0	0.0	1000.0	255988.0	0.08204743589743589	2.1333747	0.37552035	3.2232637	0.6078857	6.157014	4.7358513	34.356564	-3.5358262	1.3224284e-08	-0.0012169017	2.0345052e-08	0.001114797	0.08700614	-0.025934875	19.434774	-9.399239	0	0	1.0	1.4279088	0.004748448	3120000	13087.135115623474
104	21.705812	1.5792118	24.29461	18.715391	52.933334	38.762466	137.0	0.0	1000.0	257576.0	0.08177015873015873	2.177791	0.40864187	3.5033486	0.54726034	5.3363223	4.514887	32.026268	-3.2727811	-8.138021e-09	-0.0007217875	8.138021e-09	-0.0011952148	0.10497878	-0.037532784	22.789198	-11.803783	0	0	1.0	1.4273939	0.0009298803	3150000	13214.208133459091
105	21.22024	1.5476042	24.557104	18.78219	53.466667	30.969591	111.0	0.0	1000.0	259180.0	0.08150314465408805	2.1938562	0.39045656	3.1404722	0.5114892	5.86236	4.5593495	31.762432	-3.7880554	0.0	-0.00045493164	0.0	0.00026653646	0.09137882	-0.03004139	21.67795	-9.966535	0	0	1.0	1.4270699	0.002596905	3180000	13337.960938453674
106	21.275204	1.2459116	23.061361	18.108627	56.833332	30.261177	119.0	4.0	1000.0	260885.0	0.08127258566978193	2.1615555	0.39535403	3.3856153	0.4089017	5.726064	4.653563	33.73034	-5.490401	-6.1035155e-09	-0.0005454956	1.6276042e-08	-0.00029620767	0.08626824	-0.029479835	25.7338	-12.323636	0	0	1.0	1.4265392	0.001117583	3210000	13461.955847024918
107	22.258894	1.791206	25.590393	17.93738	59.933334	35.267487	122.0	0.0	1000.0	262683.0	0.081075	2.2029617	0.36604995	3.2496023	0.6370471	6.0188437	4.3215346	30.988552	-2.7401764	-3.0517577e-09	-0.00072173466	-2.4414062e-08	-6.24349e-05	0.0946111	-0.028527275	25.270168	-11.8838625	0	0	1.0	1.4259944	0.00074785866	3240000	13586.426099777222
108	21.127327	1.6223838	24.674877	17.524343	50.933334	35.400505	138.0	0.0	1000.0	264211.0	0.08079847094801224	2.2402844	0.40254533	3.3928509	0.6011777	5.4297404	4.4814286	33.204983	-8.9886465	-1.0172526e-09	-0.0016642954	1.6276042e-08	0.000633081	0.09927277	-0.03754211	22.649662	-11.69482	0	0	1.0	1.425417	0.0020747287	3270000	13711.072674274445
109	21.584538	1.3992376	24.741592	19.601677	59.7	39.625877	148.0	0.0	1000.0	266002.0	0.08060666666666666	2.1868389	0.36588824	3.0130045	0.38850045	5.7508616	4.732506	37.05881	-5.008944	1.2207031e-08	-0.0012124309	2.8483074e-08	0.0010757569	0.07725929	-0.02260968	28.851698	-15.802723	0	0	1.0	1.4249644	0.001999542	3300000	13837.382250785828
110	21.488485	1.388605	24.955072	19.50904	49.3	30.284372	106.0	0.0	1000.0	267481.0	0.08032462462462463	2.2005115	0.35432675	3.1847234	0.81013745	6.317271	4.633316	31.54818	-6.01121	3.0517577e-09	-0.00090201286	2.8483074e-08	0.00019180095	0.06985995	-0.018596813	24.553865	-13.856369	0	0	1.0	1.4244652	0.0009063538	3330000	13962.65955376625
111	21.373503	1.3151244	25.022802	19.42699	49.7	28.904612	135.0	13.0	1000.0	268972.0	0.08005119047619047	2.1951199	0.37290215	3.2783384	0.7489439	5.171049	4.3898506	29.56574	-5.0837264	-1.0172526e-08	-0.0009848959	2.4414062e-08	-0.00018309326	0.07346455	-0.024059076	24.118134	-12.509876	0	0	1.0	1.4238873	0.002064403	3360000	14086.384651899338
112	21.199045	2.0164282	26.42071	16.728579	60.3	38.168182	132.0	0.0	1000.0	270781.0	0.079876401179941	2.171636	0.3713523	3.1530519	0.55383676	5.198334	4.622193	35.053337	-5.1518254	5.5948894e-09	-0.0005968292	-4.4759116e-08	-0.0001977417	0.081930175	-0.025255326	29.254774	-14.279669	0	0	1.0	1.4231122	0.00072008563	3390000	14209.730810403824
113	21.788618	2.1214228	26.06142	15.239471	51.733334	31.381453	117.0	0.0	1000.0	272333.0	0.07962953216374269	2.1879315	0.3728441	3.1077244	0.38537747	5.981025	4.5381613	32.497566	-3.8908587	-8.138021e-09	-0.0012899113	2.4414062e-08	-0.00034241943	0.08747757	-0.029934887	26.600864	-13.074629	0	0	1.0	1.4221876	0.0011520823	3420000	14333.662536382675
114	21.862911	1.7309941	25.063437	19.084806	59.233334	35.097656	124.0	0.0	1000.0	274110.0	0.07945217391304348	2.2268512	0.38041565	3.1043735	0.60306656	5.799527	4.591373	31.361938	-3.8458061	-4.0690105e-09	-0.000814327	-2.4414062e-08	0.0005620503	0.08291722	-0.028965488	28.833519	-13.64575	0	0	1.0	1.4213316	0.0010380674	3450000	14459.564267158508
115	21.743225	1.790854	25.879213	19.02881	48.233334	31.968405	124.0	0.0	1000.0	275557.0	0.07918304597701149	2.2230644	0.36311904	3.1272614	0.88806427	5.566939	4.3495803	32.691532	-5.800378	2.4414062e-08	-0.0012791138	0.0	7.233073e-05	0.087744124	-0.025635622	22.772743	-11.970256	0	0	1.0	1.4201189	0.0023622958	3480000	14582.914588928223
116	22.117235	1.296927	25.327465	19.705618	50.066666	29.644482	103.0	0.0	1000.0	277059.0	0.07893418803418803	2.2091906	0.3679803	3.0707638	0.25503576	5.2665386	4.342608	29.749481	-5.0811296	8.138021e-09	-0.0007424184	8.138021e-09	0.0003811849	0.08048817	-0.027964953	24.348902	-11.410005	0	0	1.0	1.4188305	0.0010208612	3510000	14706.195388793945
117	21.981392	1.5550687	25.221529	19.041992	51.4	30.502022	126.0	0.0	1000.0	278601.0	0.07870084745762712	2.2503088	0.35649392	3.167516	0.9145342	5.6738997	3.9582903	31.363163	-2.6054497	8.138021e-09	-0.007789064	-8.138021e-09	3.894857e-05	0.07808874	-0.020016253	18.771297	-9.994958	0	0	79.0	1.4174715	0.0050122384	3540000	14853.679153442383
118	21.873196	1.4626921	24.904678	18.77973	54.733334	31.421791	108.0	0.0	1000.0	280243.0	0.07849943977591037	2.2401264	0.37633574	3.5587122	0.51747686	4.8347616	4.0139537	29.50335	-3.0930245	3.0517577e-09	-0.008002796	6.510417e-08	-0.002643498	0.07259676	-0.024179734	27.225834	-12.810474	0	0	79.0	1.4057724	0.005149108	3570000	15010.910096883774
119	22.29758	1.3532722	25.528454	19.517462	64.73333	39.985775	165.0	0.0	1000.0	282185.0	0.07838472222222222	2.237664	0.35123953	3.3384645	0.704046	5.9463577	4.6805143	32.515903	-2.7944393	1.4241537e-08	-0.008046966	0.0	-0.0014287231	0.06229239	-0.018744204	28.701143	-13.288412	0	0	79.0	1.3832394	0.0058300258	3600000	15158.531504392624
120	21.79611	1.2915959	24.070768	19.589458	53.066666	39.645878	156.0	0.0	1000.0	283777.0	0.07817548209366391	2.2393243	0.3510286	3.0870059	0.9194435	6.598735	4.6481934	34.06306	-3.7274451	4.0690105e-09	0.0030284384	1.6276042e-08	-0.0009246338	0.06624529	-0.01853929	30.87828	-16.127356	0	0	6.0	1.3549396	0.009403971	3630000	15284.353994846344
121	22.353659	1.1351666	24.096075	19.337622	56.3	37.70778	152.0	0.0	1000.0	285466.0	0.07799617486338797	2.230323	0.35631838	3.2497323	0.8390779	5.453837	4.559069	31.207573	-4.6689177	2.0345052e-09	-0.00043396148	-3.051758e-08	-2.728882e-05	0.076274365	-0.025653299	26.311764	-12.664567	0	0	1.0	1.3540909	0.0005841126	3660000	15407.875566720963
122	21.862404	1.3011059	24.53498	18.775091	43.333332	30.133408	114.0	0.0	1000.0	286766.0	0.07771436314363143	2.2659636	0.36471424	3.1893358	0.9398558	5.549541	4.521789	35.62822	-4.1634007	0.0	-0.00042659912	0.0	-0.00071478676	0.07337931	-0.026449066	25.603392	-12.571552	0	0	1.0	1.3537412	0.00068207906	3690000	15532.135677337646
123	21.916475	1.2368814	25.689821	19.546026	50.666668	33.86378	122.0	0.0	1000.0	288286.0	0.07749623655913979	2.2421992	0.35184625	3.1941795	0.7707141	4.59693	3.7205572	26.754711	-4.576227	4.0690105e-09	-0.000469751	3.2552084e-08	-5.8959963e-06	0.07775944	-0.022865675	23.639397	-10.79715	0	0	1.0	1.3534783	0.00038203996	3720000	15658.735572814941
124	21.977724	1.4918996	24.524296	18.86246	55.7	43.902275	167.0	0.0	1000.0	289957.0	0.07732186666666667	2.2271354	0.35098007	3.1797163	0.67389846	5.4231586	4.462449	30.886333	-6.808917	-2.0345052e-09	-0.0004245585	-4.4759116e-08	0.0011568319	0.06563037	-0.019280396	27.264942	-14.013591	0	0	1.0	1.3532319	0.0017276705	3750000	15782.303798437119
125	22.062159	1.4029956	25.287363	19.764692	56.933334	40.101482	137.0	0.0	1000.0	291665.0	0.07716005291005291	2.228417	0.34522948	3.0975337	1.0156333	6.041018	5.292652	31.857616	-5.0205526	-7.1207684e-09	-0.00057315675	-4.8828124e-08	5.5729168e-05	0.069684714	-0.029189441	23.188917	-11.849515	0	0	1.0	1.3529042	0.0009556155	3780000	15907.770245075226
126	21.705677	1.2615935	23.85533	18.746626	52.2	36.149136	150.0	0.0	1000.0	293231.0	0.07696351706036746	2.2315216	0.34187502	3.0416818	0.87514895	6.010488	4.5615196	32.02281	-3.6211357	4.0690105e-09	-0.00051480305	-1.0172526e-08	-0.00026802366	0.06200022	-0.020404834	23.141047	-11.653681	0	0	1.0	1.3525203	0.000919078	3810000	16032.311650276184
127	22.278728	1.6099114	24.991447	19.030132	55.833332	39.224213	145.0	0.0	1000.0	294906.0	0.0767984375	2.239777	0.33997136	3.2697668	0.88009816	5.34208	4.3279676	29.694115	-4.512364	-8.138021e-09	-0.0004260376	3.6621095e-08	7.952067e-05	0.07831325	-0.02300803	24.028708	-12.289989	0	0	1.0	1.3522907	0.00029865143	3840000	16157.109672784805
128	21.90272	1.387117	24.691006	18.889301	42.133335	27.520578	115.0	0.0	1000.0	296170.0	0.0765297157622739	2.242908	0.35866374	3.0283308	0.6802599	5.536242	4.583765	33.26215	-4.8087106	4.0690105e-09	-0.001038503	-5.2897136e-08	0.00023018799	0.07288431	-0.023233589	24.044266	-12.7713	0	0	1.0	1.3521397	0.0011505686	3870000	16281.718474149704
129	22.026844	1.3945835	25.629015	19.458456	58.6	34.425377	165.0	0.0	1000.0	297928.0	0.07639179487179487	2.232571	0.33195546	3.00849	0.853856	4.960288	4.4855185	27.87803	-5.053304	1.8310548e-08	-0.00074818527	0.0	0.0009688395	0.065472655	-0.020708293	25.620005	-12.686731	0	0	1.0	1.3520243	0.00065051636	3900000	16406.444363594055
130	22.205448	1.5551949	26.701622	19.590855	66.9	33.55031	141.0	0.0	1000.0	299935.0	0.07631933842239186	2.2387905	0.3480908	3.1789098	0.4103334	6.813401	5.3985476	31.766047	-3.2319648	-1.2207031e-08	-0.0009941142	2.0345052e-08	0.0012271178	0.07026243	-0.024709906	30.509754	-14.814677	0	0	1.0	1.3517766	0.0009225713	3930000	16530.94974207878
131	22.509947	1.2630994	24.776573	19.798906	38.9	24.073984	81.0	0.0	1000.0	301102.0	0.07603585858585858	2.2402802	0.34639916	3.6573522	0.9607876	5.9445515	4.1039777	28.32235	-3.8791945	3.0517577e-09	-0.00063087256	-4.2724608e-08	0.0003575887	0.07778851	-0.030691568	20.726059	-10.477316	0	0	1.0	1.3513606	0.0005103227	3960000	16654.798734664917
132	22.809383	1.3582782	25.671007	20.198849	54.5	32.647358	133.0	0.0	1000.0	302737.0	0.07587393483709273	2.2708323	0.35096276	3.2655356	0.92938316	4.4077134	3.9388397	29.971434	-3.7108028	0.0	-0.0004290731	4.0690105e-09	0.00018337808	0.072319955	-0.025510453	24.976446	-10.505239	0	0	1.0	1.3508987	0.00043379082	3990000	16779.272943735123
133	21.95447	1.1185251	24.428442	20.109756	56.366665	34.243717	143.0	0.0	1000.0	304428.0	0.07572835820895522	2.2989235	0.37118924	3.9855866	0.9904278	5.508584	4.158356	31.84958	-2.85884	4.0690105e-09	-0.0020023559	1.8310548e-08	-0.000105908206	0.06959484	-0.02887639	23.717321	-11.06297	0	0	15.0	1.350436	0.0052914685	4020000	16906.947236061096
134	22.137798	1.2381564	24.654383	19.314417	49.7	33.43267	131.0	0.0	1000.0	305919.0	0.07553555555555555	2.2272184	0.34575933	3.0524209	0.9848175	5.837052	4.5110226	30.602928	-4.1596613	-2.5431315e-09	-0.0005092209	4.0690105e-09	-0.00013085124	0.06571899	-0.026175063	23.428883	-11.137962	0	0	1.0	1.3431723	0.0011669017	4050000	17029.967736959457
